celebrity_name,season,week,weekly_avg_score,weekly_total_score,num_judges,was_eliminated,weekly_rank_by_avg,weekly_rank_by_total,weekly_score_percentage,results,placement
Jerry Springer,3,8.0,0.0,0.0,3,True,5.0,5.0,0.0,Eliminated Week 7,5
Jerry Springer,3,9.0,0.0,0.0,3,True,4.0,4.0,0.0,Eliminated Week 7,5
Jerry Springer,3,10.0,0.0,0.0,3,True,3.0,3.0,0.0,Eliminated Week 7,5
Jerry Springer,3,11.0,,0.0,0,True,,1.0,,Eliminated Week 7,5
Jesse Metcalfe,29,1.0,6.0,18.0,3,False,6.0,6.0,6.923076923076923,Eliminated Week 5,12
Jesse Metcalfe,29,2.0,6.666666666666667,20.0,3,False,4.0,4.0,7.326007326007327,Eliminated Week 5,12
Jesse Metcalfe,29,3.0,6.666666666666667,20.0,3,False,9.0,9.0,7.11743772241993,Eliminated Week 5,12
Jesse Metcalfe,29,4.0,7.0,21.0,3,False,10.0,10.0,6.976744186046512,Eliminated Week 5,12
Jesse Metcalfe,29,5.0,6.333333333333333,19.0,3,False,11.0,11.0,6.620209059233449,Eliminated Week 5,12
Jesse Metcalfe,29,6.0,0.0,0.0,3,True,12.0,12.0,0.0,Eliminated Week 5,12
Jesse Metcalfe,29,7.0,0.0,0.0,3,True,11.0,11.0,0.0,Eliminated Week 5,12
Jesse Metcalfe,29,8.0,0.0,0.0,3,True,9.0,9.0,0.0,Eliminated Week 5,12
Jesse Metcalfe,29,9.0,0.0,0.0,3,True,8.0,8.0,0.0,Eliminated Week 5,12
Jesse Metcalfe,29,10.0,0.0,0.0,3,True,7.0,7.0,0.0,Eliminated Week 5,12
Jesse Metcalfe,29,11.0,0.0,0.0,3,True,5.0,5.0,0.0,Eliminated Week 5,12
Jessie James Decker,31,1.0,5.0,20.0,4,False,12.0,12.0,5.2356020942408374,Eliminated Week 6,10
Jessie James Decker,31,2.0,6.25,25.0,4,False,12.0,12.0,6.067961165048544,Eliminated Week 6,10
Jessie James Decker,31,3.0,6.5,26.0,4,False,11.0,11.0,6.451612903225806,Eliminated Week 6,10
Jessie James Decker,31,4.0,7.75,31.0,4,False,8.0,8.0,7.560975609756097,Eliminated Week 6,10
Jessie James Decker,31,5.0,9.0,36.0,4,False,7.0,7.0,8.02675585284281,Eliminated Week 6,10
Jessie James Decker,31,6.0,8.0,32.0,4,False,9.0,9.0,9.27536231884058,Eliminated Week 6,10
Jessie James Decker,31,7.0,0.0,0.0,4,True,10.0,10.0,0.0,Eliminated Week 6,10
Jessie James Decker,31,8.0,0.0,0.0,4,True,9.0,9.0,0.0,Eliminated Week 6,10
Jessie James Decker,31,9.0,0.0,0.0,4,True,7.0,7.0,0.0,Eliminated Week 6,10
Jessie James Decker,31,10.0,0.0,0.0,4,True,5.0,5.0,0.0,Eliminated Week 6,10
Jessie James Decker,31,11.0,,0.0,0,True,,1.0,,Eliminated Week 6,10
Jimmie Allen,30,1.0,5.5,22.0,4,False,13.0,13.0,6.0109289617486334,Eliminated Week 8,7
Jimmie Allen,30,2.0,6.75,27.0,4,False,5.0,5.0,7.012987012987012,Eliminated Week 8,7
Jimmie Allen,30,3.0,6.666666666666667,20.0,3,False,10.0,10.0,6.7114093959731544,Eliminated Week 8,7
Jimmie Allen,30,4.0,8.125,32.5,4,False,7.0,7.0,7.793764988009593,Eliminated Week 8,7
Jimmie Allen,30,5.0,8.5,34.0,4,False,8.0,8.0,8.831168831168831,Eliminated Week 8,7
Jimmie Allen,30,6.0,9.5,38.0,4,False,3.0,3.0,10.43956043956044,Eliminated Week 8,7
Jimmie Allen,30,7.0,9.5,38.0,4,False,3.0,3.0,11.62079510703364,Eliminated Week 8,7
Jimmie Allen,30,8.0,8.0,32.0,4,False,8.0,8.0,10.38961038961039,Eliminated Week 8,7
Jimmie Allen,30,9.0,0.0,0.0,4,True,7.0,7.0,0.0,Eliminated Week 8,7
Jimmie Allen,30,10.0,0.0,0.0,4,True,5.0,5.0,0.0,Eliminated Week 8,7
Jimmie Allen,30,11.0,,0.0,0,True,,1.0,,Eliminated Week 8,7
JoJo Siwa,30,1.0,7.25,29.0,4,False,1.0,1.0,7.923497267759563,2nd Place,2
JoJo Siwa,30,2.0,7.75,31.0,4,False,2.0,2.0,8.051948051948052,2nd Place,2
JoJo Siwa,30,3.0,8.0,24.0,3,False,1.0,1.0,8.053691275167784,2nd Place,2
JoJo Siwa,30,4.0,8.75,35.0,4,False,2.0,2.0,8.393285371702639,2nd Place,2
JoJo Siwa,30,5.0,10.0,40.0,4,False,1.0,1.0,10.38961038961039,2nd Place,2
JoJo Siwa,30,6.0,10.0,40.0,4,False,1.0,1.0,10.989010989010989,2nd Place,2
JoJo Siwa,30,7.0,9.75,39.0,4,False,2.0,2.0,11.926605504587156,2nd Place,2
JoJo Siwa,30,8.0,10.25,41.0,4,False,4.0,4.0,13.311688311688311,2nd Place,2
JoJo Siwa,30,9.0,10.0,40.0,4,False,1.0,1.0,17.699115044247787,2nd Place,2
JoJo Siwa,30,10.0,10.0,40.0,4,False,1.0,1.0,25.477707006369428,2nd Place,2
JoJo Siwa,30,11.0,,0.0,0,True,,1.0,,2nd Place,2
Joanna Krupa,9,1.0,11.3333,33.9999,3,False,1.0,1.0,8.374392608443776,Eliminated Week 9,4
Joanna Krupa,9,2.0,6.666666666666667,20.0,3,False,7.0,7.0,6.802721088435375,Eliminated Week 9,4
Joanna Krupa,9,3.0,7.666666666666667,23.0,3,False,3.0,3.0,8.914728682170542,Eliminated Week 9,4
Joanna Krupa,9,4.0,8.666666666666666,26.0,3,False,3.0,3.0,10.743801652892563,Eliminated Week 9,4
Joanna Krupa,9,5.0,8.0,24.0,3,False,4.0,4.0,9.917355371900827,Eliminated Week 9,4
Joanna Krupa,9,6.0,11.999966666666666,35.9999,3,False,1.0,1.0,13.846163313642238,Eliminated Week 9,4
Joanna Krupa,9,7.0,9.166666666666666,27.5,3,False,1.0,1.0,15.669515669515668,Eliminated Week 9,4
Joanna Krupa,9,8.0,8.666666666666666,26.0,3,False,2.0,2.0,19.84732824427481,Eliminated Week 9,4
Joanna Krupa,9,9.0,9.0,27.0,3,False,2.0,2.0,25.31258701201785,Eliminated Week 9,4
Joanna Krupa,9,10.0,0.0,0.0,3,True,4.0,4.0,0.0,Eliminated Week 9,4
Joanna Krupa,9,11.0,,0.0,0,True,,1.0,,Eliminated Week 9,4
Jodie Sweetin,22,1.0,6.666666666666667,20.0,3,False,8.0,8.0,8.438818565400844,Eliminated Week 8,6
Jodie Sweetin,22,2.0,7.0,21.0,3,False,3.0,3.0,8.898305084745763,Eliminated Week 8,6
Jodie Sweetin,22,3.0,7.666666666666667,23.0,3,False,3.0,3.0,9.70464135021097,Eliminated Week 8,6
Jodie Sweetin,22,4.0,6.75,27.0,4,False,9.0,9.0,8.463949843260188,Eliminated Week 8,6
Jodie Sweetin,22,5.0,8.75,35.0,4,False,2.0,2.0,12.681159420289855,Eliminated Week 8,6
Jodie Sweetin,22,6.0,8.333333333333334,25.0,3,False,4.0,4.0,11.013215859030836,Eliminated Week 8,6
Jodie Sweetin,22,7.0,8.5,25.5,3,False,8.0,8.0,11.91588785046729,Eliminated Week 8,6
Jodie Sweetin,22,8.0,10.0,30.0,3,False,1.0,1.0,17.75147928994083,Eliminated Week 8,6
Jodie Sweetin,22,9.0,0.0,0.0,3,True,6.0,6.0,0.0,Eliminated Week 8,6
Jodie Sweetin,22,10.0,0.0,0.0,3,True,4.0,4.0,0.0,Eliminated Week 8,6
Jodie Sweetin,22,11.0,,0.0,0,True,,1.0,,Eliminated Week 8,6
Joe Amabile,27,1.0,4.666666666666667,14.0,3,False,13.0,13.0,5.490196078431373,Eliminated Week 8,6
Joe Amabile,27,2.0,5.833333333333333,17.5,3,False,12.0,12.0,6.469500924214418,Eliminated Week 8,6
Joe Amabile,27,3.0,6.0,18.0,3,False,11.0,11.0,6.642066420664207,Eliminated Week 8,6
Joe Amabile,27,4.0,5.0,15.0,3,False,10.0,10.0,6.4655172413793105,Eliminated Week 8,6
Joe Amabile,27,5.0,5.666666666666667,17.0,3,False,9.0,9.0,7.657657657657657,Eliminated Week 8,6
Joe Amabile,27,6.0,7.333333333333333,22.0,3,False,7.0,7.0,9.606986899563319,Eliminated Week 8,6
Joe Amabile,27,7.0,7.833333333333333,23.5,3,False,8.0,8.0,10.804597701149426,Eliminated Week 8,6
Joe Amabile,27,8.0,7.666666666666667,23.0,3,False,5.0,5.0,14.285714285714285,Eliminated Week 8,6
Joe Amabile,27,9.0,0.0,0.0,3,True,5.0,5.0,0.0,Eliminated Week 8,6
Joe Amabile,27,10.0,,0.0,0,True,,1.0,,Eliminated Week 8,6
Joe Amabile,27,11.0,,0.0,0,True,,1.0,,Eliminated Week 8,6
Joey Fatone,4,1.0,8.0,24.0,3,False,1.0,1.0,11.650485436893204,2nd Place,2
Joey Fatone,4,2.0,8.0,24.0,3,False,3.0,3.0,9.795918367346939,2nd Place,2
Joey Fatone,4,3.0,8.0,24.0,3,False,1.0,1.0,11.009174311926607,2nd Place,2
Joey Fatone,4,4.0,9.333333333333334,28.0,3,False,1.0,1.0,14.736842105263156,2nd Place,2
Joey Fatone,4,5.0,8.333333333333334,25.0,3,False,3.0,3.0,14.204545454545455,2nd Place,2
Joey Fatone,4,6.0,9.0,27.0,3,False,3.0,3.0,15.88235294117647,2nd Place,2
Joey Fatone,4,7.0,9.833333333333334,29.5,3,False,1.0,1.0,19.093851132686083,2nd Place,2
Joey Fatone,4,8.0,9.166666666666666,27.5,3,False,2.0,2.0,21.91235059760956,2nd Place,2
Joey Fatone,4,9.0,10.0,30.0,3,False,1.0,1.0,25.31645569620253,2nd Place,2
Joey Fatone,4,10.0,9.5555,28.6665,3,False,2.0,2.0,33.20460681848982,2nd Place,2
Joey Fatone,4,11.0,,0.0,0,True,,1.0,,2nd Place,2
Joey Fatone,15,1.0,6.833333333333333,20.5,3,False,10.0,10.0,7.414104882459313,Eliminated Week 2,12
Joey Fatone,15,2.0,7.5,22.5,3,False,7.0,7.0,8.152173913043478,Eliminated Week 2,12
Joey Fatone,15,3.0,0.0,0.0,3,True,12.0,12.0,0.0,Eliminated Week 2,12
Joey Fatone,15,4.0,0.0,0.0,4,True,10.0,10.0,0.0,Eliminated Week 2,12
Joey Fatone,15,5.0,0.0,0.0,3,True,9.0,9.0,0.0,Eliminated Week 2,12
Joey Fatone,15,6.0,0.0,0.0,3,True,9.0,9.0,0.0,Eliminated Week 2,12
Joey Fatone,15,7.0,0.0,0.0,3,True,8.0,8.0,0.0,Eliminated Week 2,12
Joey Fatone,15,8.0,0.0,0.0,3,True,8.0,8.0,0.0,Eliminated Week 2,12
Joey Fatone,15,9.0,0.0,0.0,3,True,6.0,6.0,0.0,Eliminated Week 2,12
Joey Fatone,15,10.0,0.0,0.0,3,True,4.0,4.0,0.0,Eliminated Week 2,12
Joey Fatone,15,11.0,,0.0,0,True,,1.0,,Eliminated Week 2,12
Joey Graziadei,33,1.0,7.0,21.0,3,False,3.0,3.0,8.502024291497975,1st Place,1
Joey Graziadei,33,2.0,7.333333333333333,22.0,3,False,2.0,2.0,8.527131782945736,1st Place,1
Joey Graziadei,33,3.0,8.75,35.0,4,False,1.0,1.0,11.0062893081761,1st Place,1
Joey Graziadei,33,4.0,9.0,36.0,4,False,1.0,1.0,12.244897959183673,1st Place,1
Joey Graziadei,33,5.0,8.666666666666666,26.0,3,False,2.0,2.0,12.871287128712872,1st Place,1
Joey Graziadei,33,6.0,10.666666666666666,32.0,3,False,1.0,1.0,15.53398058252427,1st Place,1
Joey Graziadei,33,7.0,9.166666666666666,27.5,3,False,2.0,2.0,17.1875,1st Place,1
Joey Graziadei,33,8.0,9.666666666666666,29.0,3,False,1.0,1.0,20.714285714285715,1st Place,1
Joey Graziadei,33,9.0,9.833333333333334,29.5,3,False,2.0,2.0,20.274914089347078,1st Place,1
Joey Graziadei,33,10.0,,0.0,0,True,,1.0,,1st Place,1
Joey Graziadei,33,11.0,,0.0,0,True,,1.0,,1st Place,1
Joey Lawrence,3,1.0,7.0,21.0,3,False,5.0,5.0,9.90566037735849,3rd Place,3
Joey Lawrence,3,2.0,9.666666666666666,29.0,3,False,1.0,1.0,12.608695652173912,3rd Place,3
Joey Lawrence,3,3.0,7.333333333333333,22.0,3,False,4.0,4.0,10.628019323671497,3rd Place,3
Joey Lawrence,3,4.0,9.0,27.0,3,False,3.0,3.0,13.636363636363635,3rd Place,3
Joey Lawrence,3,5.0,8.333333333333334,25.0,3,False,5.0,5.0,13.812154696132598,3rd Place,3
Joey Lawrence,3,6.0,8.0,24.0,3,False,3.0,3.0,20.33898305084746,3rd Place,3
Joey Lawrence,3,7.0,9.5,28.5,3,False,1.0,1.0,21.11111111111111,3rd Place,3
Joey Lawrence,3,8.0,9.0,27.0,3,False,2.0,2.0,24.770642201834864,3rd Place,3
Joey Lawrence,3,9.0,9.833333333333334,29.5,3,False,1.0,1.0,33.33333333333333,3rd Place,3
Joey Lawrence,3,10.0,0.0,0.0,3,True,3.0,3.0,0.0,3rd Place,3
Joey Lawrence,3,11.0,,0.0,0,True,,1.0,,3rd Place,3
Joey McIntyre,1,1.0,6.666666666666667,20.0,3,False,1.0,1.0,18.34862385321101,3rd Place,3
Joey McIntyre,1,2.0,7.0,21.0,3,False,3.0,3.0,17.355371900826448,3rd Place,3
Joey McIntyre,1,3.0,7.333333333333333,22.0,3,False,3.0,3.0,20.754716981132077,3rd Place,3
Joey McIntyre,1,4.0,6.666666666666667,20.0,3,False,4.0,4.0,21.73913043478261,3rd Place,3
Joey McIntyre,1,5.0,7.5,22.5,3,False,3.0,3.0,30.82191780821918,3rd Place,3
Joey McIntyre,1,6.0,0.0,0.0,3,True,3.0,3.0,0.0,3rd Place,3
Joey McIntyre,1,7.0,,0.0,0,True,,1.0,,3rd Place,3
Joey McIntyre,1,8.0,,0.0,0,True,,1.0,,3rd Place,3
Joey McIntyre,1,9.0,,0.0,0,True,,1.0,,3rd Place,3
Joey McIntyre,1,10.0,,0.0,0,True,,1.0,,3rd Place,3
Joey McIntyre,1,11.0,,0.0,0,True,,1.0,,3rd Place,3
John O'Hurley,1,1.0,6.666666666666667,20.0,3,False,1.0,1.0,18.34862385321101,2nd Place,2
John O'Hurley,1,2.0,8.666666666666666,26.0,3,False,1.0,1.0,21.487603305785125,2nd Place,2
John O'Hurley,1,3.0,8.0,24.0,3,False,2.0,2.0,22.641509433962266,2nd Place,2
John O'Hurley,1,4.0,7.0,21.0,3,False,3.0,3.0,22.82608695652174,2nd Place,2
John O'Hurley,1,5.0,9.0,27.0,3,False,1.0,1.0,36.986301369863014,2nd Place,2
John O'Hurley,1,6.0,9.0,27.0,3,False,2.0,2.0,49.54128440366973,2nd Place,2
John O'Hurley,1,7.0,,0.0,0,True,,1.0,,2nd Place,2
John O'Hurley,1,8.0,,0.0,0,True,,1.0,,2nd Place,2
John O'Hurley,1,9.0,,0.0,0,True,,1.0,,2nd Place,2
John O'Hurley,1,10.0,,0.0,0,True,,1.0,,2nd Place,2
John O'Hurley,1,11.0,,0.0,0,True,,1.0,,2nd Place,2
John Ratzenberger,4,1.0,5.666666666666667,17.0,3,False,8.0,8.0,8.25242718446602,Eliminated Week 7,6
John Ratzenberger,4,2.0,7.0,21.0,3,False,6.0,6.0,8.571428571428571,Eliminated Week 7,6
John Ratzenberger,4,3.0,6.666666666666667,20.0,3,False,9.0,9.0,9.174311926605505,Eliminated Week 7,6
John Ratzenberger,4,4.0,5.333333333333333,16.0,3,False,7.0,7.0,8.421052631578947,Eliminated Week 7,6
John Ratzenberger,4,5.0,6.0,18.0,3,False,6.0,6.0,10.227272727272728,Eliminated Week 7,6
John Ratzenberger,4,6.0,6.333333333333333,19.0,3,False,7.0,7.0,11.176470588235295,Eliminated Week 7,6
John Ratzenberger,4,7.0,7.5,22.5,3,False,5.0,5.0,14.563106796116504,Eliminated Week 7,6
John Ratzenberger,4,8.0,0.0,0.0,3,True,6.0,6.0,0.0,Eliminated Week 7,6
John Ratzenberger,4,9.0,0.0,0.0,3,True,5.0,5.0,0.0,Eliminated Week 7,6
John Ratzenberger,4,10.0,0.0,0.0,3,True,4.0,4.0,0.0,Eliminated Week 7,6
John Ratzenberger,4,11.0,,0.0,0,True,,1.0,,Eliminated Week 7,6
John Schneider,27,1.0,6.0,18.0,3,False,9.0,9.0,7.0588235294117645,Eliminated Week 7,8
John Schneider,27,2.0,7.166666666666667,21.5,3,False,8.0,8.0,7.948243992606285,Eliminated Week 7,8
John Schneider,27,3.0,7.0,21.0,3,False,10.0,10.0,7.7490774907749085,Eliminated Week 7,8
John Schneider,27,4.0,7.0,21.0,3,False,8.0,8.0,9.051724137931034,Eliminated Week 7,8
John Schneider,27,5.0,8.0,24.0,3,False,6.0,6.0,10.81081081081081,Eliminated Week 7,8
John Schneider,27,6.0,6.333333333333333,19.0,3,False,9.0,9.0,8.296943231441048,Eliminated Week 7,8
John Schneider,27,7.0,9.0,27.0,3,False,5.0,5.0,12.413793103448276,Eliminated Week 7,8
John Schneider,27,8.0,0.0,0.0,3,True,7.0,7.0,0.0,Eliminated Week 7,8
John Schneider,27,9.0,0.0,0.0,3,True,5.0,5.0,0.0,Eliminated Week 7,8
John Schneider,27,10.0,,0.0,0,True,,1.0,,Eliminated Week 7,8
John Schneider,27,11.0,,0.0,0,True,,1.0,,Eliminated Week 7,8
Johnny Damon,26,1.0,6.0,18.0,3,False,9.0,9.0,8.571428571428571,Eliminated Week 1,9
Johnny Damon,26,2.0,0.0,0.0,4,True,9.0,9.0,0.0,Eliminated Week 1,9
Johnny Damon,26,3.0,0.0,0.0,4,True,7.0,7.0,0.0,Eliminated Week 1,9
Johnny Damon,26,4.0,0.0,0.0,3,True,4.0,4.0,0.0,Eliminated Week 1,9
Johnny Damon,26,5.0,,0.0,0,True,,1.0,,Eliminated Week 1,9
Johnny Damon,26,6.0,,0.0,0,True,,1.0,,Eliminated Week 1,9
Johnny Damon,26,7.0,,0.0,0,True,,1.0,,Eliminated Week 1,9
Johnny Damon,26,8.0,,0.0,0,True,,1.0,,Eliminated Week 1,9
Johnny Damon,26,9.0,,0.0,0,True,,1.0,,Eliminated Week 1,9
Johnny Damon,26,10.0,,0.0,0,True,,1.0,,Eliminated Week 1,9
Johnny Damon,26,11.0,,0.0,0,True,,1.0,,Eliminated Week 1,9
Johnny Weir,29,1.0,6.0,18.0,3,False,6.0,6.0,6.923076923076923,Eliminated Week 10,6
Johnny Weir,29,2.0,6.0,18.0,3,False,6.0,6.0,6.593406593406594,Eliminated Week 10,6
Johnny Weir,29,3.0,8.0,24.0,3,False,1.0,1.0,8.540925266903916,Eliminated Week 10,6
Johnny Weir,29,4.0,8.0,24.0,3,False,3.0,3.0,7.973421926910299,Eliminated Week 10,6
Johnny Weir,29,5.0,9.666666666666666,29.0,3,False,1.0,1.0,10.104529616724738,Eliminated Week 10,6
Johnny Weir,29,6.0,7.333333333333333,22.0,3,False,9.0,9.0,8.208955223880597,Eliminated Week 10,6
Johnny Weir,29,7.0,9.0,27.0,3,False,2.0,2.0,10.384615384615385,Eliminated Week 10,6
Johnny Weir,29,8.0,10.0,30.0,3,False,1.0,1.0,13.513537862230383,Eliminated Week 10,6
Johnny Weir,29,9.0,10.0,30.0,3,False,1.0,1.0,15.544105882304175,Eliminated Week 10,6
Johnny Weir,29,10.0,9.5,28.5,3,False,4.0,4.0,16.379310344827587,Eliminated Week 10,6
Johnny Weir,29,11.0,0.0,0.0,3,True,5.0,5.0,0.0,Eliminated Week 10,6
Jonathan Bennett,19,1.0,7.5,30.0,4,False,6.0,6.0,8.064516129032258,Eliminated Week 6,9
Jonathan Bennett,19,2.0,7.5,30.0,4,False,7.0,7.0,8.287292817679557,Eliminated Week 6,9
Jonathan Bennett,19,3.0,8.0,32.0,4,False,4.0,4.0,9.06515580736544,Eliminated Week 6,9
Jonathan Bennett,19,4.0,6.0,24.0,4,False,10.0,10.0,7.5,Eliminated Week 6,9
Jonathan Bennett,19,5.0,6.0,24.0,4,False,7.0,7.0,9.090909090909092,Eliminated Week 6,9
Jonathan Bennett,19,6.0,8.0,32.0,4,False,5.0,5.0,10.921501706484642,Eliminated Week 6,9
Jonathan Bennett,19,7.0,0.0,0.0,4,True,9.0,9.0,0.0,Eliminated Week 6,9
Jonathan Bennett,19,8.0,0.0,0.0,4,True,8.0,8.0,0.0,Eliminated Week 6,9
Jonathan Bennett,19,9.0,0.0,0.0,4,True,7.0,7.0,0.0,Eliminated Week 6,9
Jonathan Bennett,19,10.0,0.0,0.0,4,True,6.0,6.0,0.0,Eliminated Week 6,9
Jonathan Bennett,19,11.0,0.0,0.0,4,True,5.0,5.0,0.0,Eliminated Week 6,9
Jordan Chiles,34,1.0,5.0,10.0,2,False,9.0,9.0,6.097560975609756,3rd Place,3
Jordan Chiles,34,2.0,7.333333333333333,22.0,3,False,1.0,1.0,7.913669064748201,3rd Place,3
Jordan Chiles,34,3.0,8.0,24.0,3,False,1.0,1.0,9.33852140077821,3rd Place,3
Jordan Chiles,34,4.0,8.0,24.0,3,False,2.0,2.0,9.67741935483871,3rd Place,3
Jordan Chiles,34,5.0,8.0,32.0,4,False,5.0,5.0,10.223642172523961,3rd Place,3
Jordan Chiles,34,6.0,9.75,39.0,4,False,1.0,1.0,11.470588235294118,3rd Place,3
Jordan Chiles,34,7.0,9.5,38.0,4,False,4.0,4.0,11.44578313253012,3rd Place,3
Jordan Chiles,34,8.0,9.75,39.0,4,False,2.0,2.0,12.935323383084576,3rd Place,3
Jordan Chiles,34,9.0,9.75,39.0,4,False,5.0,5.0,14.444444444444443,3rd Place,3
Jordan Chiles,34,10.0,9.5,28.5,3,False,4.0,4.0,16.569767441860463,3rd Place,3
Jordan Chiles,34,11.0,9.888866666666667,29.666600000000003,3,False,2.0,2.0,20.0903117978251,3rd Place,3
Jordan Fisher,25,1.0,7.333333333333333,22.0,3,False,1.0,1.0,9.205020920502092,1st Place,1
Jordan Fisher,25,2.0,8.0,24.0,3,False,1.0,1.0,8.775137111517367,1st Place,1
Jordan Fisher,25,3.0,8.333333333333334,25.0,3,False,2.0,2.0,10.245901639344263,1st Place,1
Jordan Fisher,25,4.0,9.666666666666666,29.0,3,False,1.0,1.0,10.70110701107011,1st Place,1
Jordan Fisher,25,5.0,10.0,30.0,3,False,1.0,1.0,11.494252873563218,1st Place,1
Jordan Fisher,25,6.0,9.75,39.0,4,False,2.0,2.0,12.745098039215685,1st Place,1
Jordan Fisher,25,7.0,9.0,27.0,3,False,4.0,4.0,12.558139534883722,1st Place,1
Jordan Fisher,25,8.0,10.0,30.0,3,False,1.0,1.0,19.169329073482427,1st Place,1
Jordan Fisher,25,9.0,9.666666666666666,29.0,3,False,1.0,1.0,21.48148148148148,1st Place,1
Jordan Fisher,25,10.0,10.0,40.0,4,False,1.0,1.0,25.57729554628947,1st Place,1
Jordan Fisher,25,11.0,,0.0,0,True,,1.0,,1st Place,1
Jordin Sparks,31,1.0,6.5,26.0,4,False,7.0,7.0,6.806282722513089,Eliminated Week 7,9
Jordin Sparks,31,2.0,6.75,27.0,4,False,9.0,9.0,6.553398058252427,Eliminated Week 7,9
Jordin Sparks,31,3.0,7.25,29.0,4,False,7.0,7.0,7.196029776674938,Eliminated Week 7,9
Jordin Sparks,31,4.0,8.5,34.0,4,False,4.0,4.0,8.292682926829269,Eliminated Week 7,9
Jordin Sparks,31,5.0,8.875,35.5,4,False,9.0,9.0,7.915273132664437,Eliminated Week 7,9
Jordin Sparks,31,6.0,8.5,34.0,4,False,5.0,5.0,9.855072463768117,Eliminated Week 7,9
Jordin Sparks,31,7.0,8.625,34.5,4,False,8.0,8.0,10.599078341013826,Eliminated Week 7,9
Jordin Sparks,31,8.0,0.0,0.0,4,True,9.0,9.0,0.0,Eliminated Week 7,9
Jordin Sparks,31,9.0,0.0,0.0,4,True,7.0,7.0,0.0,Eliminated Week 7,9
Jordin Sparks,31,10.0,0.0,0.0,4,True,5.0,5.0,0.0,Eliminated Week 7,9
Jordin Sparks,31,11.0,,0.0,0,True,,1.0,,Eliminated Week 7,9
Joseph Baena,31,1.0,5.75,23.0,4,False,9.0,9.0,6.020942408376963,Eliminated Week 5,11
Joseph Baena,31,2.0,6.0,24.0,4,False,13.0,13.0,5.825242718446602,Eliminated Week 5,11
Joseph Baena,31,3.0,7.25,29.0,4,False,7.0,7.0,7.196029776674938,Eliminated Week 5,11
Joseph Baena,31,4.0,7.0,28.0,4,False,11.0,11.0,6.829268292682928,Eliminated Week 5,11
Joseph Baena,31,5.0,8.75,35.0,4,False,10.0,10.0,7.803790412486064,Eliminated Week 5,11
Joseph Baena,31,6.0,0.0,0.0,4,True,11.0,11.0,0.0,Eliminated Week 5,11
Joseph Baena,31,7.0,0.0,0.0,4,True,10.0,10.0,0.0,Eliminated Week 5,11
Joseph Baena,31,8.0,0.0,0.0,4,True,9.0,9.0,0.0,Eliminated Week 5,11
Joseph Baena,31,9.0,0.0,0.0,4,True,7.0,7.0,0.0,Eliminated Week 5,11
Joseph Baena,31,10.0,0.0,0.0,4,True,5.0,5.0,0.0,Eliminated Week 5,11
Joseph Baena,31,11.0,,0.0,0,True,,1.0,,Eliminated Week 5,11
Josh Norman,26,1.0,8.0,24.0,3,False,1.0,1.0,11.428571428571429,2nd Place,2
Josh Norman,26,2.0,7.875,31.5,4,False,6.0,6.0,11.775700934579438,2nd Place,2
Josh Norman,26,3.0,9.5,38.0,4,False,2.0,2.0,18.009478672985782,2nd Place,2
Josh Norman,26,4.0,9.5,28.5,3,False,2.0,2.0,33.33333333333333,2nd Place,2
Josh Norman,26,5.0,,0.0,0,True,,1.0,,2nd Place,2
Josh Norman,26,6.0,,0.0,0,True,,1.0,,2nd Place,2
Josh Norman,26,7.0,,0.0,0,True,,1.0,,2nd Place,2
Josh Norman,26,8.0,,0.0,0,True,,1.0,,2nd Place,2
Josh Norman,26,9.0,,0.0,0,True,,1.0,,2nd Place,2
Josh Norman,26,10.0,,0.0,0,True,,1.0,,2nd Place,2
Josh Norman,26,11.0,,0.0,0,True,,1.0,,2nd Place,2
Josie Maran,5,1.0,5.333333333333333,16.0,3,False,12.0,12.0,6.22568093385214,Eliminated Week 1,12
Josie Maran,5,2.0,0.0,0.0,3,True,12.0,12.0,0.0,Eliminated Week 1,12
Josie Maran,5,3.0,0.0,0.0,3,True,11.0,11.0,0.0,Eliminated Week 1,12
Josie Maran,5,4.0,0.0,0.0,3,True,10.0,10.0,0.0,Eliminated Week 1,12
Josie Maran,5,5.0,0.0,0.0,3,True,9.0,9.0,0.0,Eliminated Week 1,12
Josie Maran,5,6.0,0.0,0.0,3,True,8.0,8.0,0.0,Eliminated Week 1,12
Josie Maran,5,7.0,0.0,0.0,3,True,7.0,7.0,0.0,Eliminated Week 1,12
Josie Maran,5,8.0,0.0,0.0,3,True,6.0,6.0,0.0,Eliminated Week 1,12
Josie Maran,5,9.0,0.0,0.0,3,True,5.0,5.0,0.0,Eliminated Week 1,12
Josie Maran,5,10.0,0.0,0.0,3,True,4.0,4.0,0.0,Eliminated Week 1,12
Josie Maran,5,11.0,,0.0,0,True,,1.0,,Eliminated Week 1,12
Juan Pablo Di Pace,27,1.0,7.333333333333333,22.0,3,False,3.0,3.0,8.627450980392156,Eliminated Week 8,5
Juan Pablo Di Pace,27,2.0,8.666666666666666,26.0,3,False,1.0,1.0,9.611829944547134,Eliminated Week 8,5
Juan Pablo Di Pace,27,3.0,10.0,30.0,3,False,1.0,1.0,11.07011070110701,Eliminated Week 8,5
Juan Pablo Di Pace,27,4.0,8.0,24.0,3,False,5.0,5.0,10.344827586206897,Eliminated Week 8,5
