celebrity_name,season,week,weekly_avg_score,weekly_total_score,num_judges,was_eliminated,weekly_rank_by_avg,weekly_rank_by_total,weekly_score_percentage,results,placement,has_tie,predicted_fan_votes
Wayne Brady,31,3.0,8.25,33.0,4,False,1.0,1.0,8.188585607940446,3rd Place,3,True,117421.54887544
Charli D'Amelio,31,4.0,9.0,36.0,4,False,1.0,1.0,8.780487804878048,1st Place,1,True,125010.11182279492
Daniel Durant,31,4.0,7.25,29.0,4,False,9.0,9.0,7.073170731707316,Eliminated Week 9,5,True,53421.49653167956
Gabby Windey,31,4.0,9.0,36.0,4,False,1.0,1.0,8.780487804878048,2nd Place,2,True,125010.06249203312
Heidi D'Amelio,31,4.0,8.5,34.0,4,False,4.0,4.0,8.292682926829269,Eliminated Week 8,8,True,101715.69289251036
Jessie James Decker,31,4.0,7.75,31.0,4,False,8.0,8.0,7.560975609756097,Eliminated Week 6,10,True,68264.07310771225
Jordin Sparks,31,4.0,8.5,34.0,4,False,4.0,4.0,8.292682926829269,Eliminated Week 7,9,True,101715.6903276797
Joseph Baena,31,4.0,7.0,28.0,4,False,11.0,11.0,6.829268292682928,Eliminated Week 5,11,True,32690.00177692837
Sam Champion,31,4.0,6.25,25.0,4,False,13.0,13.0,6.097560975609756,Eliminated Week 4,13,True,15537.01759725396
Selma Blair,31,4.0,8.0,32.0,4,False,6.0,6.0,7.804878048780488,Withdrew,12,True,82757.06643563506
Shangela,31,4.0,8.0,32.0,4,False,6.0,6.0,7.804878048780488,4th Place,4,True,82757.09927155677
Trevor Donovan,31,4.0,7.0,28.0,4,False,11.0,11.0,6.829268292682928,Eliminated Week 9,6,True,32690.0538274374
Vinny Guadagnino,31,4.0,7.25,29.0,4,False,9.0,9.0,7.073170731707316,Eliminated Week 8,7,True,53421.524254429656
Wayne Brady,31,4.0,9.0,36.0,4,False,1.0,1.0,8.780487804878048,3rd Place,3,True,125010.109662349
Charli D'Amelio,31,5.0,10.5,42.0,4,False,1.0,1.0,9.364548494983277,1st Place,1,True,144433.0693339048
Daniel Durant,31,5.0,8.375,33.5,4,False,11.0,11.0,7.469342251950947,Eliminated Week 9,5,True,31440.537770771654
Gabby Windey,31,5.0,10.25,41.0,4,False,2.0,2.0,9.141583054626532,2nd Place,2,True,128337.00905584852
Heidi D'Amelio,31,5.0,9.75,39.0,4,False,5.0,5.0,8.695652173913043,Eliminated Week 8,8,True,101130.30935524842
Jessie James Decker,31,5.0,9.0,36.0,4,False,7.0,7.0,8.02675585284281,Eliminated Week 6,10,True,73207.4989386982
Jordin Sparks,31,5.0,8.875,35.5,4,False,9.0,9.0,7.915273132664437,Eliminated Week 7,9,True,55879.88437337013
Joseph Baena,31,5.0,8.75,35.0,4,False,10.0,10.0,7.803790412486064,Eliminated Week 5,11,True,43926.77154632052
Selma Blair,31,5.0,10.0,40.0,4,False,4.0,4.0,8.918617614269788,Withdrew,12,True,112079.98711512578
Shangela,31,5.0,9.625,38.5,4,False,6.0,6.0,8.58416945373467,4th Place,4,True,90069.45344887007
Trevor Donovan,31,5.0,9.0,36.0,4,False,7.0,7.0,8.02675585284281,Eliminated Week 9,6,True,73207.54285441095
Vinny Guadagnino,31,5.0,7.75,31.0,4,False,12.0,12.0,6.911928651059086,Eliminated Week 8,7,True,17950.899278402772
Wayne Brady,31,5.0,10.25,41.0,4,False,2.0,2.0,9.141583054626532,3rd Place,3,True,128337.03692902824
Charli D'Amelio,31,6.0,10.0,40.0,4,False,1.0,1.0,11.594202898550725,1st Place,1,True,170150.02626198955
Daniel Durant,31,6.0,8.5,34.0,4,False,5.0,5.0,9.855072463768115,Eliminated Week 9,5,True,85424.78815048549
Gabby Windey,31,6.0,9.25,37.0,4,False,2.0,2.0,10.72463768115942,2nd Place,2,True,155122.16698343825
Heidi D'Amelio,31,6.0,9.0,36.0,4,False,3.0,3.0,10.434782608695652,Eliminated Week 8,8,True,132334.57707461723
Jessie James Decker,31,6.0,8.0,32.0,4,False,9.0,9.0,9.27536231884058,Eliminated Week 6,10,True,43514.75167388612
Jordin Sparks,31,6.0,8.5,34.0,4,False,5.0,5.0,9.855072463768115,Eliminated Week 7,9,True,85424.86416049168
Shangela,31,6.0,9.0,36.0,4,False,3.0,3.0,10.434782608695652,4th Place,4,True,132334.54734734967
Trevor Donovan,31,6.0,8.5,34.0,4,False,5.0,5.0,9.855072463768115,Eliminated Week 9,6,True,85424.83202793195
Vinny Guadagnino,31,6.0,7.0,28.0,4,False,10.0,10.0,8.115942028985506,Eliminated Week 8,7,True,24844.75401284961
Wayne Brady,31,6.0,8.5,34.0,4,False,5.0,5.0,9.855072463768115,3rd Place,3,True,85424.69230696054
Charli D'Amelio,31,7.0,9.75,39.0,4,False,1.0,1.0,11.981566820276496,1st Place,1,True,178017.09886254714
Daniel Durant,31,7.0,9.125,36.5,4,False,4.0,4.0,11.213517665130569,Eliminated Week 9,5,True,122232.8333122741
Gabby Windey,31,7.0,8.875,35.5,4,False,6.0,6.0,10.906298003072196,2nd Place,2,True,93301.25050809914
Heidi D'Amelio,31,7.0,8.75,35.0,4,False,7.0,7.0,10.75268817204301,Eliminated Week 8,8,True,73343.71053578137
Jordin Sparks,31,7.0,8.625,34.5,4,False,8.0,8.0,10.599078341013826,Eliminated Week 7,9,True,52495.63822868574
Shangela,31,7.0,9.125,36.5,4,False,4.0,4.0,11.213517665130569,4th Place,4,True,122232.95763426866
Trevor Donovan,31,7.0,9.75,39.0,4,False,1.0,1.0,11.981566820276496,Eliminated Week 9,6,True,178017.21410404213
Vinny Guadagnino,31,7.0,7.875,31.5,4,False,9.0,9.0,9.67741935483871,Eliminated Week 8,7,True,29972.307228891324
Wayne Brady,31,7.0,9.5,38.0,4,False,3.0,3.0,11.674347158218126,3rd Place,3,True,150386.9895854105
Charli D'Amelio,31,8.0,11.25,45.0,4,False,1.0,1.0,14.331210191082802,1st Place,1,True,196377.28547627715
Daniel Durant,31,8.0,9.75,39.0,4,False,5.0,5.0,12.420382165605096,Eliminated Week 9,5,True,102598.24386180268
Gabby Windey,31,8.0,10.0,40.0,4,False,4.0,4.0,12.738853503184714,2nd Place,2,True,138620.89452127207
Heidi D'Amelio,31,8.0,8.75,35.0,4,False,7.0,7.0,11.146496815286625,Eliminated Week 8,8,True,64573.66137906906
Shangela,31,8.0,10.5,42.0,4,False,3.0,3.0,13.375796178343949,4th Place,4,True,161986.0158554972
Trevor Donovan,31,8.0,9.75,39.0,4,False,5.0,5.0,12.420382165605096,Eliminated Week 9,6,True,102598.26752847126
Vinny Guadagnino,31,8.0,7.25,29.0,4,False,8.0,8.0,9.235668789808916,Eliminated Week 8,7,True,36868.35977680493
Wayne Brady,31,8.0,11.25,45.0,4,False,1.0,1.0,14.331210191082802,3rd Place,3,True,196377.27160080563
Charli D'Amelio,31,9.0,10.0,40.0,4,False,1.0,1.0,18.181818181818183,1st Place,1,True,247560.5905018891
Daniel Durant,31,9.0,8.625,34.5,4,False,5.0,5.0,15.681818181818183,Eliminated Week 9,5,True,106319.72965738902
Gabby Windey,31,9.0,10.0,40.0,4,False,1.0,1.0,18.181818181818183,2nd Place,2,True,247560.9008913131
Shangela,31,9.0,9.125,36.5,4,False,3.0,3.0,16.590909090909093,4th Place,4,True,168927.23844358898
Trevor Donovan,31,9.0,8.125,32.5,4,False,6.0,6.0,14.772727272727272,Eliminated Week 9,6,True,60703.54051177851
Wayne Brady,31,9.0,9.125,36.5,4,False,3.0,3.0,16.590909090909093,3rd Place,3,True,168927.99999404117
Charli D'Amelio,31,10.0,10.0,40.0,4,False,1.0,1.0,25.64102564102564,1st Place,1,True,333789.79851237324
Gabby Windey,31,10.0,10.0,40.0,4,False,1.0,1.0,25.64102564102564,2nd Place,2,True,333789.6817065672
Shangela,31,10.0,9.5,38.0,4,False,3.0,3.0,24.35897435897436,4th Place,4,True,166209.6286464473
Wayne Brady,31,10.0,9.5,38.0,4,False,3.0,3.0,24.35897435897436,3rd Place,3,True,166210.8911346123
Adrian Peterson,32,1.0,6.0,18.0,3,False,5.0,5.0,7.792207792207792,Eliminated Week 4,11,True,88908.04980093475
Alyson Hannigan,32,1.0,4.333333333333333,13.0,3,False,11.0,11.0,5.627705627705628,5th Place,5,True,42275.349382308814
Ariana Madix,32,1.0,7.0,21.0,3,False,2.0,2.0,9.090909090909092,3rd Place,3,True,113305.74833699808
Barry Williams,32,1.0,5.333333333333333,16.0,3,False,8.0,8.0,6.926406926406926,Eliminated Week 8,7,True,68141.08490348022
Charity Lawson,32,1.0,7.333333333333333,22.0,3,False,1.0,1.0,9.523809523809524,4th Place,4,True,125356.7123651619
Harry Jowsey,32,1.0,4.0,12.0,3,False,12.0,12.0,5.194805194805195,Eliminated Week 9,6,True,23786.042249656603
Jamie Lynn Spears,32,1.0,5.0,15.0,3,False,9.0,9.0,6.493506493506493,Eliminated Week 2,13,True,55384.336499916746
Jason Mraz,32,1.0,7.0,21.0,3,False,2.0,2.0,9.090909090909092,2nd Place,2,True,113305.73476536332
Lele Pons,32,1.0,6.333333333333333,19.0,3,False,4.0,4.0,8.225108225108226,Eliminated Week 7,8,True,101163.380689946
Matt Walsh,32,1.0,4.0,12.0,3,False,12.0,12.0,5.194805194805195,Eliminated Week 1,14,True,23786.014209729707
Mauricio Umansky,32,1.0,5.0,15.0,3,False,9.0,9.0,6.493506493506493,Eliminated Week 6,9,True,55384.31246881999
Mira Sorvino,32,1.0,5.666666666666667,17.0,3,False,7.0,7.0,7.35930735930736,Eliminated Week 5,10,True,76509.11418013701
Tyson Beckford,32,1.0,4.0,12.0,3,False,12.0,12.0,5.194805194805195,Eliminated Week 3,12,True,23786.05132038286
Xochitl Gomez,32,1.0,6.0,18.0,3,False,5.0,5.0,7.792207792207792,1st Place,1,True,88908.06882716401
Adrian Peterson,32,2.0,5.0,15.0,3,False,10.0,10.0,6.302521008403361,Eliminated Week 4,11,True,38011.30779410656
Alyson Hannigan,32,2.0,6.333333333333333,19.0,3,False,6.0,6.0,7.9831932773109235,5th Place,5,True,87511.35248522852
Ariana Madix,32,2.0,6.666666666666667,20.0,3,False,5.0,5.0,8.403361344537815,3rd Place,3,True,96986.44092037348
Barry Williams,32,2.0,5.0,15.0,3,False,10.0,10.0,6.302521008403361,Eliminated Week 8,7,True,38011.26936124925
Charity Lawson,32,2.0,7.0,21.0,3,False,3.0,3.0,8.823529411764707,4th Place,4,True,111054.25551330448
Harry Jowsey,32,2.0,5.0,15.0,3,False,10.0,10.0,6.302521008403361,Eliminated Week 9,6,True,38011.29160899606
Jamie Lynn Spears,32,2.0,5.333333333333333,16.0,3,False,9.0,9.0,6.722689075630252,Eliminated Week 2,13,True,58404.72212060437
Jason Mraz,32,2.0,8.0,24.0,3,False,1.0,1.0,10.084033613445378,2nd Place,2,True,129599.51015551828
Lele Pons,32,2.0,7.0,21.0,3,False,3.0,3.0,8.823529411764707,Eliminated Week 7,8,True,111054.26599839624
Mauricio Umansky,32,2.0,4.0,12.0,3,False,13.0,13.0,5.042016806722689,Eliminated Week 6,9,True,15533.54369428452
Mira Sorvino,32,2.0,6.0,18.0,3,False,7.0,7.0,7.563025210084033,Eliminated Week 5,10,True,73111.30127481426
Tyson Beckford,32,2.0,6.0,18.0,3,False,7.0,7.0,7.563025210084033,Eliminated Week 3,12,True,73111.27584081958
Xochitl Gomez,32,2.0,8.0,24.0,3,False,1.0,1.0,10.084033613445378,1st Place,1,True,129599.46323230442
Adrian Peterson,32,3.0,5.5,22.0,4,False,11.0,11.0,6.811145510835913,Eliminated Week 4,11,True,31439.469700487884
Alyson Hannigan,32,3.0,6.0,24.0,4,False,8.0,8.0,7.430340557275541,5th Place,5,True,61719.45569395307
Ariana Madix,32,3.0,8.5,34.0,4,False,1.0,1.0,10.526315789473683,3rd Place,3,True,139078.28702387432
Barry Williams,32,3.0,6.25,25.0,4,False,7.0,7.0,7.739938080495357,Eliminated Week 8,7,True,78867.34899059817
Charity Lawson,32,3.0,8.0,32.0,4,False,3.0,3.0,9.907120743034056,4th Place,4,True,117514.96063210178
Harry Jowsey,32,3.0,6.0,24.0,4,False,8.0,8.0,7.430340557275541,Eliminated Week 9,6,True,61719.25301714986
Jason Mraz,32,3.0,8.5,34.0,4,False,1.0,1.0,10.526315789473683,2nd Place,2,True,139078.16301022444
Lele Pons,32,3.0,6.75,27.0,4,False,5.0,5.0,8.359133126934983,Eliminated Week 7,8,True,101126.59980644032
Mauricio Umansky,32,3.0,5.75,23.0,4,False,10.0,10.0,7.120743034055728,Eliminated Week 6,9,True,43925.09444029882
Mira Sorvino,32,3.0,6.5,26.0,4,False,6.0,6.0,8.04953560371517,Eliminated Week 5,10,True,90066.05501809051
Tyson Beckford,32,3.0,5.0,20.0,4,False,12.0,12.0,6.191950464396285,Eliminated Week 3,12,True,17950.3193239783
Xochitl Gomez,32,3.0,8.0,32.0,4,False,3.0,3.0,9.907120743034056,1st Place,1,True,117514.99334280254
Adrian Peterson,32,4.0,7.0,21.0,3,False,6.0,6.0,8.75,Eliminated Week 4,11,True,78837.09375015894
Alyson Hannigan,32,4.0,6.0,18.0,3,False,10.0,10.0,7.5,5th Place,5,True,29055.555220108145
Ariana Madix,32,4.0,8.333333333333334,25.0,3,False,2.0,2.0,10.416666666666668,3rd Place,3,True,143598.84320172225
Barry Williams,32,4.0,6.0,18.0,3,False,10.0,10.0,7.5,Eliminated Week 8,7,True,29055.52295100072
Charity Lawson,32,4.0,8.0,24.0,3,False,3.0,3.0,10.0,4th Place,4,True,124535.98427726756
Harry Jowsey,32,4.0,7.0,21.0,3,False,6.0,6.0,8.75,Eliminated Week 9,6,True,78837.0429384048
Jason Mraz,32,4.0,8.0,24.0,3,False,3.0,3.0,10.0,2nd Place,2,True,124535.96195100016
Lele Pons,32,4.0,7.333333333333333,22.0,3,False,5.0,5.0,9.166666666666666,Eliminated Week 7,8,True,105206.5439082224
Mauricio Umansky,32,4.0,6.333333333333333,19.0,3,False,9.0,9.0,7.916666666666666,Eliminated Week 6,9,True,51309.106678099175
Mira Sorvino,32,4.0,7.0,21.0,3,False,6.0,6.0,8.75,Eliminated Week 5,10,True,78837.14953748582
Xochitl Gomez,32,4.0,9.0,27.0,3,False,1.0,1.0,11.25,1st Place,1,True,156191.19558652994
Alyson Hannigan,32,5.0,7.0,21.0,3,False,9.0,9.0,8.75,5th Place,5,True,43527.36168242155
Ariana Madix,32,5.0,8.0,24.0,3,False,4.0,4.0,10.0,3rd Place,3,True,101350.74310919926
Barry Williams,32,5.0,8.0,24.0,3,False,4.0,4.0,10.0,Eliminated Week 8,7,True,101350.95359692351
Charity Lawson,32,5.0,9.333333333333334,28.0,3,False,1.0,1.0,11.666666666666666,4th Place,4,True,162697.77929625008
Harry Jowsey,32,5.0,6.0,18.0,3,False,10.0,10.0,7.5,Eliminated Week 9,6,True,24851.974027637694
Jason Mraz,32,5.0,9.0,27.0,3,False,3.0,3.0,11.25,2nd Place,2,True,140008.16478072552
Lele Pons,32,5.0,8.0,24.0,3,False,4.0,4.0,10.0,Eliminated Week 7,8,True,101350.86570105796
Mauricio Umansky,32,5.0,8.0,24.0,3,False,4.0,4.0,10.0,Eliminated Week 6,9,True,101350.77798851924
Mira Sorvino,32,5.0,7.333333333333333,22.0,3,False,8.0,8.0,9.166666666666666,Eliminated Week 5,10,True,60813.6372631921
Xochitl Gomez,32,5.0,9.333333333333334,28.0,3,False,1.0,1.0,11.666666666666666,1st Place,1,True,162697.74255407308
Alyson Hannigan,32,6.0,7.75,31.0,4,False,8.0,8.0,9.627329192546584,5th Place,5,False,52502.40014937215
Ariana Madix,32,6.0,10.25,41.0,4,False,2.0,2.0,12.732919254658384,3rd Place,3,False,168876.51355844352
Barry Williams,32,6.0,8.0,32.0,4,False,7.0,7.0,9.937888198757763,Eliminated Week 8,7,False,73352.92065739361
Charity Lawson,32,6.0,9.5,38.0,4,False,4.0,4.0,11.801242236024844,4th Place,4,False,131704.4829500787
Harry Jowsey,32,6.0,7.25,29.0,4,False,9.0,9.0,9.006211180124224,Eliminated Week 9,6,False,29976.147017861786
Jason Mraz,32,6.0,9.75,39.0,4,False,3.0,3.0,12.111801242236025,2nd Place,2,False,150405.94873348146
Lele Pons,32,6.0,9.25,37.0,4,False,5.0,5.0,11.490683229813664,Eliminated Week 7,8,False,112707.08284283402
Mauricio Umansky,32,6.0,8.25,33.0,4,False,6.0,6.0,10.248447204968944,Eliminated Week 6,9,False,93313.35605502612
Xochitl Gomez,32,6.0,10.5,42.0,4,False,1.0,1.0,13.043478260869565,1st Place,1,False,187161.1480355086
Alyson Hannigan,32,7.0,8.75,35.0,4,False,6.0,6.0,12.411347517730496,5th Place,5,True,90224.1759673442
Ariana Madix,32,7.0,9.25,37.0,4,False,1.0,1.0,13.120567375886525,3rd Place,3,True,196390.87309734404
Barry Williams,32,7.0,8.125,32.5,4,False,7.0,7.0,11.52482269503546,Eliminated Week 8,7,True,64578.0081208778
Charity Lawson,32,7.0,9.0,36.0,4,False,4.0,4.0,12.76595744680851,4th Place,4,True,126774.10645209652
Harry Jowsey,32,7.0,8.0,32.0,4,False,8.0,8.0,11.347517730496454,Eliminated Week 9,6,True,36870.66066504702
Jason Mraz,32,7.0,9.0,36.0,4,False,4.0,4.0,12.76595744680851,2nd Place,2,True,126774.1648427078
Lele Pons,32,7.0,9.125,36.5,4,False,3.0,3.0,12.943262411347517,Eliminated Week 7,8,True,161997.1782627117
Xochitl Gomez,32,7.0,9.25,37.0,4,False,1.0,1.0,13.120567375886525,1st Place,1,True,196390.8325918709
Alyson Hannigan,32,8.0,9.0,36.0,4,False,4.0,4.0,14.229249011857709,5th Place,5,False,144904.90283239476
Ariana Madix,32,8.0,10.5,42.0,4,False,1.0,1.0,16.600790513833992,3rd Place,3,False,233563.08589111455
Barry Williams,32,8.0,8.75,35.0,4,False,5.0,5.0,13.83399209486166,Eliminated Week 8,7,False,113908.8999218746
Charity Lawson,32,8.0,9.75,39.0,4,False,3.0,3.0,15.41501976284585,4th Place,4,False,175021.7966420608
Harry Jowsey,32,8.0,7.0,28.0,4,False,7.0,7.0,11.067193675889328,Eliminated Week 9,6,False,46549.29289200467
Jason Mraz,32,8.0,8.25,33.0,4,False,6.0,6.0,13.043478260869565,2nd Place,2,False,81529.79526840252
Xochitl Gomez,32,8.0,10.0,40.0,4,False,2.0,2.0,15.810276679841898,1st Place,1,False,204522.2265521481
Alyson Hannigan,32,9.0,8.0,32.0,4,False,5.0,5.0,14.479638009049776,5th Place,5,False,106375.15737345711
Ariana Madix,32,9.0,9.25,37.0,4,False,4.0,4.0,16.7420814479638,3rd Place,3,False,148620.3698238926
Charity Lawson,32,9.0,9.5,38.0,4,False,3.0,3.0,17.194570135746606,4th Place,4,False,189063.32047821395
Harry Jowsey,32,9.0,7.5,30.0,4,False,6.0,6.0,13.574660633484164,Eliminated Week 9,6,False,60734.8629461696
Jason Mraz,32,9.0,10.75,43.0,4,False,1.0,1.0,19.457013574660635,2nd Place,2,False,266848.1267657833
Xochitl Gomez,32,9.0,10.25,41.0,4,False,2.0,2.0,18.552036199095024,1st Place,1,False,228358.16261248343
Alyson Hannigan,32,10.0,8.5,25.5,3,False,5.0,5.0,17.894736842105264,5th Place,5,False,82840.78595766093
Ariana Madix,32,10.0,9.666666666666666,29.0,3,False,3.0,3.0,20.35087719298245,3rd Place,3,False,202715.3718682548
Charity Lawson,32,10.0,9.833333333333334,29.5,3,False,2.0,2.0,20.701754385964914,4th Place,4,False,257876.9464867804
Jason Mraz,32,10.0,9.5,28.5,3,False,4.0,4.0,20.0,2nd Place,2,False,145093.0298175686
Xochitl Gomez,32,10.0,10.0,30.0,3,False,1.0,1.0,21.052631578947366,1st Place,1,False,311473.86586973525
Alyson Hannigan,32,11.0,8.833333333333334,26.5,3,False,5.0,5.0,18.213058419243985,5th Place,5,True,82749.98907930628
Ariana Madix,32,11.0,9.833333333333334,29.5,3,False,3.0,3.0,20.27491408934708,3rd Place,3,True,174105.23823503102
Charity Lawson,32,11.0,9.833333333333334,29.5,3,False,3.0,3.0,20.27491408934708,4th Place,4,True,174104.31379228947
Jason Mraz,32,11.0,10.0,30.0,3,False,1.0,1.0,20.61855670103093,2nd Place,2,True,284520.2294188282
Xochitl Gomez,32,11.0,10.0,30.0,3,False,1.0,1.0,20.61855670103093,1st Place,1,True,284520.2294745451
Anna Delvey,33,1.0,6.0,18.0,3,False,8.0,8.0,7.28744939271255,Eliminated Week 2,12,True,58420.75555226025
Brooks Nader,33,1.0,6.0,18.0,3,False,8.0,8.0,7.28744939271255,Eliminated Week 4,9,True,58420.782935268246
Chandler Kinney,33,1.0,7.666666666666667,23.0,3,False,1.0,1.0,9.31174089068826,3rd Place,3,True,134241.52098602662
Danny Amendola,33,1.0,6.666666666666667,20.0,3,False,5.0,5.0,8.097165991902834,5th Place,5,True,97013.0513235403
Dwight Howard,33,1.0,7.333333333333333,22.0,3,False,2.0,2.0,8.906882591093117,Eliminated Week 7,6,True,125016.88260529004
Eric Roberts,33,1.0,5.0,15.0,3,False,13.0,13.0,6.0728744939271255,Eliminated Week 3,10,True,15537.805758977407
Ilona Maher,33,1.0,6.0,18.0,3,False,8.0,8.0,7.28744939271255,2nd Place,2,True,58420.741105711946
Jenn Tran,33,1.0,6.333333333333333,19.0,3,False,6.0,6.0,7.6923076923076925,Eliminated Week 6,7,True,82761.56320255467
Joey Graziadei,33,1.0,7.0,21.0,3,False,3.0,3.0,8.502024291497975,1st Place,1,True,111084.69461227472
Phaedra Parks,33,1.0,6.333333333333333,19.0,3,False,6.0,6.0,7.6923076923076925,Eliminated Week 5,8,True,82761.73331856301
Reginald VelJohnson,33,1.0,5.333333333333333,16.0,3,False,12.0,12.0,6.477732793522267,Eliminated Week 3,10,True,27214.019405768824
Stephen Nedoroscik,33,1.0,7.0,21.0,3,False,3.0,3.0,8.502024291497975,4th Place,4,True,111084.70626563048
Tori Spelling,33,1.0,5.666666666666667,17.0,3,False,11.0,11.0,6.882591093117409,Eliminated Week 2,12,True,38021.74292813349
Anna Delvey,33,2.0,5.666666666666667,17.0,3,False,11.0,11.0,6.5891472868217065,Eliminated Week 2,12,True,38011.19830644944
Brooks Nader,33,2.0,6.666666666666667,20.0,3,False,8.0,8.0,7.751937984496124,Eliminated Week 4,9,True,68248.97782777385
Chandler Kinney,33,2.0,8.0,24.0,3,False,1.0,1.0,9.30232558139535,3rd Place,3,True,134204.4630769403
Danny Amendola,33,2.0,7.0,21.0,3,False,5.0,5.0,8.13953488372093,5th Place,5,True,87511.15534687514
Dwight Howard,33,2.0,7.333333333333333,22.0,3,False,2.0,2.0,8.527131782945736,Eliminated Week 7,6,True,115710.75508438885
Eric Roberts,33,2.0,5.0,15.0,3,False,12.0,12.0,5.813953488372093,Eliminated Week 3,10,True,21525.094836421937
Ilona Maher,33,2.0,7.0,21.0,3,False,5.0,5.0,8.13953488372093,2nd Place,2,True,87511.18850635225
Jenn Tran,33,2.0,6.333333333333333,19.0,3,False,9.0,9.0,7.3643410852713185,Eliminated Week 6,7,True,53409.678755978144
Joey Graziadei,33,2.0,7.333333333333333,22.0,3,False,2.0,2.0,8.527131782945736,1st Place,1,True,115710.81428247524
Phaedra Parks,33,2.0,7.0,21.0,3,False,5.0,5.0,8.13953488372093,Eliminated Week 5,8,True,87511.18721581742
Reginald VelJohnson,33,2.0,5.0,15.0,3,False,12.0,12.0,5.813953488372093,Eliminated Week 3,10,True,21525.02799807937
Stephen Nedoroscik,33,2.0,7.333333333333333,22.0,3,False,2.0,2.0,8.527131782945736,4th Place,4,True,115710.78907313626
Tori Spelling,33,2.0,6.333333333333333,19.0,3,False,9.0,9.0,7.3643410852713185,Eliminated Week 2,12,True,53409.669689311806
Brooks Nader,33,3.0,7.625,30.5,4,False,5.0,5.0,9.59119496855346,Eliminated Week 4,9,True,105271.27577035432
Chandler Kinney,33,3.0,8.625,34.5,4,False,2.0,2.0,10.849056603773583,3rd Place,3,True,143687.28738926767
Danny Amendola,33,3.0,7.5,30.0,4,False,6.0,6.0,9.433962264150944,5th Place,5,True,92182.07268189912
Dwight Howard,33,3.0,6.5,26.0,4,False,9.0,9.0,8.176100628930817,Eliminated Week 7,6,True,51340.7154457136
Eric Roberts,33,3.0,5.75,23.0,4,False,10.0,10.0,7.232704402515723,Eliminated Week 3,10,True,36747.09336753809
Ilona Maher,33,3.0,7.0,28.0,4,False,7.0,7.0,8.80503144654088,2nd Place,2,True,72138.99901517142
Jenn Tran,33,3.0,7.75,31.0,4,False,3.0,3.0,9.748427672955977,Eliminated Week 6,7,True,124612.68996860344
Joey Graziadei,33,3.0,8.75,35.0,4,False,1.0,1.0,11.0062893081761,1st Place,1,True,156287.39595507432
Phaedra Parks,33,3.0,7.0,28.0,4,False,7.0,7.0,8.80503144654088,Eliminated Week 5,8,True,72139.02406940015
Reginald VelJohnson,33,3.0,5.25,21.0,4,False,11.0,11.0,6.60377358490566,Eliminated Week 3,10,True,20980.89423025772
Stephen Nedoroscik,33,3.0,7.75,31.0,4,False,3.0,3.0,9.748427672955977,4th Place,4,True,124612.55210672012
Brooks Nader,33,4.0,8.0,32.0,4,False,4.0,4.0,10.884353741496598,Eliminated Week 4,9,True,93031.63713078103
Chandler Kinney,33,4.0,8.0,32.0,4,False,4.0,4.0,10.884353741496598,3rd Place,3,True,93031.61565320718
Danny Amendola,33,4.0,9.0,36.0,4,False,1.0,1.0,12.244897959183673,5th Place,5,True,177502.2132739994
Dwight Howard,33,4.0,7.25,29.0,4,False,9.0,9.0,9.863945578231291,Eliminated Week 7,6,True,29885.82400748054
Ilona Maher,33,4.0,8.0,32.0,4,False,4.0,4.0,10.884353741496598,2nd Place,2,True,93031.43275760718
Jenn Tran,33,4.0,8.0,32.0,4,False,4.0,4.0,10.884353741496598,Eliminated Week 6,7,True,93031.43957987022
Joey Graziadei,33,4.0,9.0,36.0,4,False,1.0,1.0,12.244897959183673,1st Place,1,True,177502.1947103176
Phaedra Parks,33,4.0,8.0,32.0,4,False,4.0,4.0,10.884353741496598,Eliminated Week 5,8,True,93031.64129662488
Stephen Nedoroscik,33,4.0,8.25,33.0,4,False,3.0,3.0,11.224489795918368,4th Place,4,True,149952.001590112
Chandler Kinney,33,5.0,9.0,27.0,3,False,1.0,1.0,13.366336633663368,3rd Place,3,True,207287.78869689268
Danny Amendola,33,5.0,8.5,25.5,3,False,4.0,4.0,12.623762376237623,5th Place,5,True,126511.45920612427
Dwight Howard,33,5.0,8.0,24.0,3,False,6.0,6.0,11.88118811881188,Eliminated Week 7,6,True,64444.30175838845
Ilona Maher,33,5.0,8.666666666666666,26.0,3,False,2.0,2.0,12.871287128712872,2nd Place,2,True,173178.3257456117
Jenn Tran,33,5.0,8.5,25.5,3,False,4.0,4.0,12.623762376237623,Eliminated Week 6,7,True,126511.58050986072
Joey Graziadei,33,5.0,8.666666666666666,26.0,3,False,2.0,2.0,12.871287128712872,1st Place,1,True,173178.45866877638
Phaedra Parks,33,5.0,8.0,24.0,3,False,6.0,6.0,11.88118811881188,Eliminated Week 5,8,True,64443.92506819521
Stephen Nedoroscik,33,5.0,8.0,24.0,3,False,6.0,6.0,11.88118811881188,4th Place,4,True,64444.1603461506
Chandler Kinney,33,6.0,10.666666666666666,32.0,3,False,1.0,1.0,15.53398058252427,3rd Place,3,True,218934.61779394612
Danny Amendola,33,6.0,9.333333333333334,28.0,3,False,5.0,5.0,13.592233009708735,5th Place,5,True,97869.64858796186
Dwight Howard,33,6.0,10.333333333333334,31.0,3,False,3.0,3.0,15.048543689320388,Eliminated Week 7,6,True,159937.61895382914
Ilona Maher,33,6.0,8.0,24.0,3,False,7.0,7.0,11.650485436893204,2nd Place,2,True,46515.95313236964
