celebrity_name,judge_percentage,eliminated_this_week,mean_fan_percentage,std_fan_percentage,fan_percentage_ci_low,fan_percentage_ci_high,fan_percentage_ci_width,mode_fan_percentage,mean_fan_votes,fan_votes_ci_low,fan_votes_ci_high,fan_votes_ci_width,combined_percentage_mean,certainty_index,season,week
Steve Wozniak,6.415094339622642,False,6.402440314846353,0.2918537104357683,5.845650970877533,6.9883485358511015,1.1426975649735684,6.3,65247.62966344183,60154.61259024076,70595.91117584059,10.441298585599833,12.817534654468995,2.5519727729206165,8.0,2.0
Steve-O,5.283018867924529,False,5.281417501132361,0.2922089289211879,4.703560293471697,5.829620127702207,1.1260598342305101,5.2,54923.44857160759,49553.86549965344,59988.27888136793,10.43441338171449,10.564436369056889,2.5496614846342376,8.0,2.0
Ty Murray,7.547169811320755,False,7.550828822120023,0.3022621268692173,6.962610721842452,8.120457930897102,1.1578472090546494,7.6,75704.60981386619,70368.09807305009,80862.39718971889,10.4942991166688,15.097998633440778,2.485941213961508,8.0,2.0
Bonner Bolton,7.28476821192053,False,7.287064057118949,0.29036148266873013,6.736786716629118,7.858866199689195,1.1220794830600767,7.3,73863.6587806277,68819.76549742743,79091.72843067224,10.27196293324481,14.57183226903948,2.5617281530017735,24.0,1.0
Charo,6.95364238410596,False,6.946346725826452,0.29996878407241795,6.312986067415541,7.486024449792063,1.1730383823765216,7.0,70741.54519376552,64914.63956881692,75688.93418490888,10.77429461609196,13.899989109932413,2.500195114774109,24.0,1.0
Chris Kattan,5.629139072847682,False,5.6283146878875305,0.28966455090742477,5.059292565856572,6.200460239201271,1.1411676733446985,5.7,58570.11622601102,53268.150466661,63877.0567796111,10.6089063129501,11.257453760735213,2.566309913671302,24.0,1.0
David Ross,9.271523178807946,False,9.271963641430448,0.2838199253177516,8.72053863261147,9.813656697097723,1.0931180644862533,9.3,91897.16802032528,86915.40620138383,96787.08393602792,9.871677734644093,18.543486820238392,2.6053884492112642,24.0,1.0
Erika Jayne,7.947019867549669,False,7.949617898359571,0.28384562928506685,7.4235390860229655,8.485178037369248,1.061638951346283,7.9,79910.41311143097,75103.841092296,84792.26878417541,9.688427691879406,15.89663776590924,2.605213981106295,24.0,1.0
Heather Morris,9.271523178807946,False,9.2555732678614,0.2838288867512358,8.63938085969948,9.802598491092203,1.1632176313927225,9.3,91749.18943809121,86172.82530127352,96685.41214625344,10.512586844979916,18.527096446669347,2.605327619982162,24.0,1.0
Mr. T,6.622516556291391,False,6.624737138922039,0.29185203350436406,6.043994446604093,7.209216333798453,1.1652218871943605,6.6,67786.45438696952,62434.280089271444,73153.525493962,10.719245404690563,13.24725369521343,2.551983694092181,24.0,1.0
Nancy Kerrigan,9.271523178807946,False,9.276641032482722,0.2777098311530636,8.731712708210154,9.869396029706335,1.1376833214961817,9.3,91939.5066457379,87013.1292393051,97284.97693032687,10.271847691021772,18.54816421129067,2.6475350057667915,24.0,1.0
Nick Viall,7.947019867549669,False,7.955848081530388,0.2818982304368586,7.443342131960395,8.491218775622778,1.0478766436623834,7.9,79967.16443812469,75301.56916700407,84818.4965028662,9.516927335862128,15.902867949080058,2.6184986478101417,24.0,1.0
Normani,8.940397350993377,False,8.96081242490693,0.2899058157910426,8.407069911328936,9.520285881987384,1.1132159706584481,8.8,89085.30972171048,84070.49058539911,94163.6509000679,10.093160314668799,17.901209775900305,2.5647219392488307,24.0,1.0
Rashad Jennings,10.264900662251655,False,10.252474423394792,0.2860053345717224,9.6839523492571,10.79010530088165,1.1061529516245514,10.3,100727.16782837862,95611.5081441334,105562.3859098457,9.950877765712299,20.51737508564645,2.590637772168388,24.0,1.0
Simone Biles,10.596026490066226,False,10.590606620278777,0.2915444063557257,10.005128603608965,11.10441017109087,1.0992815674819045,10.6,103762.30620882711,98486.39374461229,108361.75667083204,9.87536292621975,21.186633110345003,2.5539887271214914,24.0,1.0
Bonner Bolton,8.536585365853659,False,8.529999919789555,0.27858171066078763,8.007152547977045,9.09952281101618,1.092370263039136,8.5,85146.60341461466,80399.07990480936,90299.17027142379,9.90009036661443,17.066585285643214,2.6414376918910603,24.0,2.0
Charo,7.621951219512195,False,7.621799845646145,0.29017678491513754,7.04554853345407,8.160781954973352,1.1152334215192816,7.5,76888.74406567428,71623.70400727703,81802.21512564212,10.178511118365089,15.24375106515834,2.562940796740374,24.0,2.0
Chris Kattan,6.707317073170732,False,6.718939779697874,0.2981608319538912,6.15160087514215,7.279876281020133,1.1282754058779831,6.7,68622.85874823369,63401.59754032614,73762.8776723502,10.361280132024055,13.426256852868606,2.51154789659422,24.0,2.0
David Ross,8.231707317073171,False,8.227564464478995,0.2946679808941518,7.6710934744070185,8.799486274139438,1.1283927997324197,8.2,82402.19477087751,77333.73025659073,87588.89802979628,10.255167773205555,16.459271781552168,2.5337753463922263,24.0,2.0
Erika Jayne,8.536585365853659,False,8.52672084219015,0.28068931832709143,7.980202240119052,9.077292222451055,1.0970899823320028,8.6,85116.85455347202,80150.69673769685,90090.67442637534,9.939977688678482,17.06330620804381,2.6268139184845523,24.0,2.0
Heather Morris,9.146341463414634,False,9.145245258148508,0.2807214848163881,8.5975525583144,9.723174674856423,1.125622116542024,9.1,90713.08317354783,85762.28661474583,95923.72868098831,10.161442066242483,18.291586721563142,2.6265919835920832,24.0,2.0
Mr. T,6.707317073170732,False,6.691539979680243,0.288008854451993,6.143884667584322,7.276894729299134,1.1330100617148124,6.7,68371.26845062274,63330.504266575015,73736.5535332381,10.406049266663082,13.398857052850975,2.577260772598494,24.0,2.0
Nancy Kerrigan,8.536585365853659,False,8.549212629854152,0.2868086108226457,7.9754208466766165,9.106249313722689,1.1308284670460722,8.5,85320.61523887569,80114.24434125051,90363.24695274617,10.249002611495657,17.08579799570781,2.585257856264494,24.0,2.0
Nick Viall,7.621951219512195,False,7.618184789661935,0.29004799036698137,7.0322831920540905,8.166653688888195,1.1343704968341042,7.7,76855.76541361342,71499.35527993231,81857.36648039319,10.358011200460881,15.24013600917413,2.5637870844024553,24.0,2.0
Normani,9.75609756097561,False,9.762739454956844,0.29084851530386746,9.188529199573024,10.30825157147935,1.1197223719063256,9.8,96280.2730781808,91095.11122794035,101192.64491710257,10.097533689162228,19.518837015932455,2.5585360077997077,24.0,2.0
Rashad Jennings,9.75609756097561,False,9.77206660024678,0.29260160031766214,9.230178902047946,10.308687676359334,1.0785087743113877,9.8,96364.20458955997,91480.63836281761,101191.74307709458,9.711104714276967,19.528164161222392,2.547111369874395,24.0,2.0
Simone Biles,8.841463414634147,False,8.83598643564882,0.28451882988484983,8.286964824981297,9.374235106182157,1.0872702812008601,8.7,87917.53450272737,82942.3356718416,92782.79614748276,9.840460475641157,17.67744985028297,2.600652873877374,24.0,2.0
Bonner Bolton,7.6190476190476195,False,7.618825567862985,0.29414302283430815,7.03327507216117,8.184331695436457,1.151056623275287,7.6,77480.20113846901,72103.70292973892,82666.49336967246,10.562790439933538,15.237873186910605,2.537150075140072,24.0,3.0
Charo,7.6190476190476195,False,7.601527891342669,0.2879649834466499,7.030918573656433,8.18810796227319,1.1571893886167564,7.6,77321.27338269299,72081.57569622315,82708.10994099527,10.62653424477212,15.220575510390288,2.577552208748532,24.0,3.0
David Ross,9.841269841269842,False,9.851192450255956,0.28163815402295767,9.33546838346777,10.38623664301365,1.0507682595458796,9.9,97857.79624733044,93173.5522205841,102716.71147608035,9.543159255496255,19.6924622915258,2.6202830861084307,24.0,3.0
Erika Jayne,8.253968253968253,False,8.26344832337371,0.28990452197865,7.67237088770956,8.8660146804784,1.1936437927688406,8.3,83394.05345847926,77979.43603745953,88898.53950838058,10.919103470921051,16.51741657734196,2.5647304497144483,24.0,3.0
Heather Morris,10.476190476190476,False,10.474781940979927,0.2990534398395222,9.878179028310353,11.059022863601951,1.1808438352915989,10.4,103504.72099974215,98097.43555941497,108789.87547437823,10.692439914963266,20.950972417170405,2.505930033837438,24.0,3.0
Mr. T,7.6190476190476195,False,7.606273098937028,0.28304658558030904,7.0759331086169155,8.170307899016414,1.094374790399499,7.6,77365.00520542059,72481.78375953062,82537.09706800894,10.055313308478318,15.225320717984648,2.610648515467165,24.0,3.0
Nancy Kerrigan,10.476190476190476,False,10.486655048909197,0.28396583113737345,9.915962322989104,11.076920800945908,1.1609584779568038,10.5,103612.23779526411,98439.77041926181,108948.61761520334,10.508847195941533,20.962845525099674,2.604398409717412,24.0,3.0
Nick Viall,8.253968253968253,False,8.257109222388154,0.27586810195901046,7.714823488450826,8.822492331388114,1.1076688429372874,8.2,83336.2728948712,78369.94762075022,88508.09769191644,10.138150071166223,16.511077476356405,2.6605077546831923,24.0,3.0
Normani,10.793650793650794,False,10.801028067784657,0.2884178455970469,10.238296265858875,11.367545601478323,1.1292493356194484,10.9,106452.73863757754,101359.27956152824,111559.28919984559,10.20000963831735,21.59467886143545,2.5745470022441284,24.0,3.0
Rashad Jennings,8.88888888888889,False,8.885343134869833,0.28205417417507145,8.367393250868444,9.434195445455519,1.0668021945870745,8.9,89075.34367692393,84343.86088719859,94074.62496285996,9.73076407566137,17.77423202375872,2.617429850515814,24.0,3.0
Simone Biles,10.158730158730158,False,10.153815253295885,0.2864890716603798,9.5624492640273,10.723172499437576,1.1607232354102752,10.1,100600.35656322878,95245.57877118017,105757.70307448955,10.512124303309378,20.312545412026044,2.587395280554612,24.0,3.0
Bonner Bolton,9.8159509202454,False,9.808926008097231,0.2868184320976596,9.241566221786032,10.34241313894232,1.1008469171562876,9.9,98273.29732898403,93082.2295028051,103152.70767164936,10.070478168844259,19.62487692834263,2.5851922168681223,24.0,4.0
David Ross,9.509202453987731,False,9.516120445618311,0.2862488808991534,8.98909238033026,10.0910536047728,1.1019612244425403,9.6,95593.30297701366,90763.21648125173,100846.66963884354,10.083453157591808,19.025322899606042,2.5890042650015914,24.0,4.0
Erika Jayne,9.202453987730062,False,9.190612805992242,0.28938364410028755,8.626419538680077,9.76041989833236,1.1340003596522834,9.2,92609.0081267578,87425.84314241879,97831.01331399549,10.405170171576698,18.393066793722305,2.5681612855378315,24.0,4.0
Heather Morris,10.736196319018406,False,10.740324658966804,0.28365677675950746,10.201715583445518,11.289647898027047,1.0879323145815292,10.7,106772.64947479151,101862.87139041352,111775.55297231075,9.912681581897225,21.47652097798521,2.606496380557466,24.0,4.0
Mr. T,8.588957055214724,False,8.589044181058172,0.2861252515455414,8.067516042266274,9.141783542558718,1.0742675002924447,8.4,87079.21382218481,82273.16813855819,92156.61010194717,9.883441963388977,17.178001236272898,2.5898332108488256,24.0,4.0
Nancy Kerrigan,10.122699386503069,False,10.118021127492618,0.2800968814965553,9.572277223398016,10.65709416629144,1.0848169428934238,10.1,101098.1616013354,96112.08151486464,106016.63561435281,9.904554099488173,20.240720513995687,2.6309081938865178,24.0,4.0
Nick Viall,9.202453987730062,False,9.206168852768933,0.2922587970449796,8.613357148878727,9.754457924920416,1.1411007760416894,9.3,92751.69805886307,87311.14124756675,97777.94862826573,10.466807380698985,18.408622840498992,2.549337344460708,24.0,4.0
Normani,9.8159509202454,False,9.820038045380073,0.2867158577303183,9.270291675295741,10.404149211362522,1.133857536066781,9.8,98374.92452379895,93337.46843769794,103712.7072210194,10.37523878332146,19.635988965625472,2.5858779256405975,24.0,4.0
Rashad Jennings,11.96319018404908,False,11.958473789572457,0.28195488160701826,11.370925538686251,12.502635815157918,1.1317102764716669,12.0,117836.68965933815,112506.84060494791,122768.85523281619,10.26201462786828,23.921663973621538,2.6181102746812632,24.0,4.0
Simone Biles,11.042944785276074,False,11.052270085053156,0.2977268238236957,10.479696379063787,11.638413315467298,1.1587169364035113,11.0,109611.0544269326,104394.59623635252,114945.08350426814,10.550487267915624,22.09521487032923,2.514288552092428,24.0,4.0
Bonner Bolton,9.86842105263158,False,9.8848665916106,0.2862175237279332,9.308722329727294,10.456212848548804,1.1474905188215097,9.8,99853.80170239952,94536.2231958355,105118.20137193204,10.581978176096541,19.753287644242178,2.5892144674006023,24.0,5.0
David Ross,9.539473684210527,False,9.544327032088127,0.2831197192819275,8.977127299119495,10.094441228172045,1.1173139290525498,9.5,96709.8724864442,91468.98518402134,101785.22755006552,10.316242366044186,19.083800716298654,2.6101501689192017,24.0,5.0
Erika Jayne,10.526315789473683,False,10.528918289507343,0.280194833364306,9.979109260528883,11.09576751385137,1.1166582533224876,10.6,105785.50367819716,100731.49020178012,110986.16897018423,10.254678768404105,21.055234078981027,2.6302303772807747,24.0,5.0
Heather Morris,11.18421052631579,False,11.175605395667862,0.27587749155170505,10.614078522410757,11.694684296447479,1.0806057740367212,11.1,111723.96017396833,106566.09741822447,116483.21776114691,9.917120342922441,22.359815921983653,2.660441293975279,24.0,5.0
Nancy Kerrigan,11.842105263157894,False,11.844323764417931,0.2897024371328866,11.28063283855179,12.401528164492804,1.1208953259410137,12.0,117847.85124003481,112682.85546502657,122942.84062120462,10.259985156178052,23.686429027575826,2.5660604212721534,24.0,5.0
Nick Viall,11.18421052631579,False,11.195071448292367,0.28136940823484075,10.628136457116872,11.742917939475902,1.1147814823590299,11.2,111902.40470155618,106701.65365997587,116917.83691483099,10.216183254855117,22.379281974608155,2.6221295636387727,24.0,5.0
Normani,12.828947368421051,False,12.819464141836063,0.29205930717417966,12.249657896288152,13.42576093068275,1.1761030343945986,12.8,126750.72845275533,121548.5519662555,132277.98984249655,10.729437876241048,25.648411510257112,2.550634512945592,24.0,5.0
Rashad Jennings,10.526315789473683,False,10.514979644537249,0.2758562395432183,9.986046452908507,11.045505387676466,1.0594589347679584,10.6,105657.37365712658,100796.0112981982,110529.73742426802,9.73372612606983,21.041295434010934,2.660591723088885,24.0,5.0
Simone Biles,12.5,False,12.49244369204246,0.2892786434693046,11.889851950126646,13.040744533897906,1.1508925837712596,12.5,123768.50390751788,118262.71685892747,128771.8600921147,10.509143233187235,24.99244369204246,2.568853998996356,24.0,5.0
Bonner Bolton,11.71003717472119,False,11.70132540744344,0.27052337312081937,11.200824452739088,12.238297291701238,1.0374728389621506,11.6,117644.50897937172,113020.96675515138,122602.356990522,9.581390235370622,23.411362582164628,2.6988850705348684,24.0,6.0
David Ross,11.524163568773234,False,11.527472238876424,0.2862326710006247,10.958466874724797,12.095624443136797,1.1371575684120003,11.5,116037.80230812669,110776.85104707268,121281.39619202197,10.504545144949297,23.05163580764966,2.5891129235889587,24.0,6.0
Heather Morris,13.754646840148698,False,13.769139946720054,0.28208519035722884,13.228137563071925,14.341218221541558,1.1130806584696327,13.7,136676.78824039755,131705.5670386963,141929.11866904254,10.22355163034625,27.523786786868754,2.617217377792252,24.0,6.0
Nancy Kerrigan,12.453531598513012,False,12.438639482307073,0.2703801792907073,11.895800751563687,12.970511846888996,1.0747110953253092,12.4,124446.23227545303,119440.98997580478,129340.58847309266,9.89959849728788,24.892171080820084,2.6999284948644915,24.0,6.0
Nick Viall,11.33828996282528,False,11.33692099984559,0.26842808841382976,10.820108874217246,11.860781994403789,1.0406731201865433,11.3,114275.88140273714,109490.31217351847,119118.83794788776,9.628525774369292,22.67521096267087,2.714233880226768,24.0,6.0
Normani,13.382899628252789,False,13.382222121972912,0.274857763071601,12.830398175694658,13.888687975960048,1.0582898002653902,13.4,133125.42839918807,128055.2453835745,137777.8026574192,9.722557273844709,26.765121750225703,2.6676785130604097,24.0,6.0
Rashad Jennings,13.011152416356875,False,13.019873664619364,0.2782543655582362,12.485254734299266,13.561967504700133,1.0767127704008672,13.0,129795.6323716388,124874.75931487796,134777.12908184074,9.902369766962787,26.03102608097624,2.6437236184285084,24.0,6.0
Simone Biles,12.82527881040892,False,12.824406138215142,0.28503594789660286,12.290675440568371,13.430844956243329,1.1401695156749572,12.8,127997.726023087,123082.26078101035,133574.66640309713,10.492405622086778,25.649684948624063,2.597160097551564,24.0,6.0
Bonner Bolton,12.25296442687747,False,12.266161955800099,0.2768203778626174,11.737306207602606,12.819949698575298,1.0826434909726927,12.2,124136.96039587418,119210.52867616099,129285.70752747287,10.07517885131188,24.51912638267757,2.653784292856327,24.0,7.0
David Ross,12.648221343873518,False,12.645148944087198,0.2695548682717836,12.105174143442854,13.16760542003774,1.0624312765948858,12.6,127664.72266067033,122640.30325767366,132523.8103585589,9.88350710088524,25.293370287960716,2.7059581292393227,24.0,7.0
Nancy Kerrigan,14.229249011857709,False,14.23212815233312,0.2859852607687264,13.689946828308445,14.766875982244594,1.076929153936149,14.1,142389.55925755374,137363.40761880414,147338.0141101171,9.974606491312967,28.46137716419083,2.5907725025779604,24.0,7.0
Nick Viall,13.438735177865611,False,13.444910731417211,0.2819434684540584,12.89565655285238,13.971250256354809,1.0755937035024292,13.4,135094.32470191055,129995.6613702758,139979.0690482461,9.983407677970304,26.883645909282823,2.61818850849202,24.0,7.0
Normani,16.600790513833992,False,16.598628622109675,0.2898393892785327,16.019624537683406,17.194197718648233,1.1745731809648277,16.5,164228.123467166,158892.59393716985,169709.2940576192,10.816700120449358,33.19941913594367,2.5651589539237643,24.0,7.0
Rashad Jennings,15.41501976284585,False,15.401255479066897,0.27746342476679275,14.854985001303326,15.953126987889018,1.0981419865856914,15.4,153194.64562083685,148144.8141403018,158292.32117110438,10.147507030802576,30.81627524191275,2.6492633044322837,24.0,7.0
Simone Biles,15.41501976284585,False,15.411766115185806,0.27340265388199064,14.907975805530706,15.947425350264444,1.0394495447337384,15.5,153291.66389598828,148642.4974747773,158230.97149781862,9.588474023041316,30.826785878031657,2.6780741636507965,24.0,7.0
Bonner Bolton,16.6189111747851,False,16.627572701870676,0.2653382821634648,16.12055929859275,17.15677232785891,1.036213029266161,16.7,168378.1231601816,163603.50617574592,173357.90529363215,9.754399117886233,33.24648387665577,2.737189199221575,24.0,8.0
David Ross,18.624641833810887,False,18.622687903106502,0.27709861050574197,18.107931010115998,19.177930914014716,1.0699999038987187,18.6,187130.91910446098,182303.82785814465,192334.0197795839,10.030191921439254,37.24732973691739,2.6518262654398543,24.0,8.0
Normani,22.636103151862464,False,22.638755294791082,0.2733640113188853,22.082264439331066,23.159132943262755,1.0768685039316885,22.7,224681.73708312344,219483.7669632774,229544.0810148834,10.060314051606023,45.274858446653546,2.678351339936492,24.0,8.0
Rashad Jennings,21.48997134670487,False,21.477879242274042,0.26470143741322966,20.969660843527123,21.985532485828166,1.0158716423010432,21.6,213851.0971560896,209106.17214531428,218592.7833789214,9.486611233607109,42.96785058897891,2.7419689022693294,24.0,8.0
Simone Biles,20.63037249283668,False,20.633104857957697,0.2594815164246244,20.125823201319108,21.147898151995605,1.0220749506764975,20.7,205958.12349614446,201214.5756362001,210772.46323569154,9.557887599491426,41.263477350794375,2.781784192817264,24.0,8.0
Brandy,17.505995203836928,False,17.506879777269933,0.2769712352927892,16.987889511194187,18.056388280069044,1.068498768874857,17.5,174480.48777058715,169657.29096347684,179583.25527027628,9.925964306799433,35.01287498110686,2.6527222938464035,11.0,7.0
Bristol Palin,15.587529976019184,False,15.590877744788298,0.26433080989650837,15.078179783839328,16.087598274740547,1.0094184909012185,15.6,156652.3089979635,151870.5261323403,161280.3565562277,9.409830423887383,31.17840772080748,2.74475826045033,11.0,7.0
Jennifer Grey,17.505995203836928,False,17.503787508571698,0.2840994004970411,16.935098666875845,18.05246621363905,1.1173675467632052,17.6,174451.73638027764,169165.6541072639,179547.7799186511,10.382125811387203,35.00978271240862,2.6034927383535544,11.0,7.0
Kurt Warner,16.786570743405278,False,16.77473424679177,0.2753490367659342,16.20254079659224,17.29924571590882,1.0967049193165828,16.8,167676.81358470782,162352.19513778487,172553.6153627678,10.201420224982925,33.561304990197044,2.664186935488514,11.0,7.0
Kyle Massey,16.06714628297362,False,16.07541757688492,0.27627324369159995,15.555373002617847,16.60891970705991,1.0535467044420646,16.1,161168.11204273204,156323.95805183565,166133.9108643701,9.809952812534437,32.14256385985854,2.6576431270771335,11.0,7.0
Rick Fox,16.546762589928058,False,16.548303145693374,0.26534997683514533,16.043238768873927,17.07445012704194,1.0312113581680116,16.5,165570.54122373188,160870.08988252247,170464.11125320318,9.594021370680712,33.09506573562143,2.7371015831519374,11.0,7.0
Brandy,21.50943396226415,False,21.501343574557467,0.2643310710116056,20.97505382273714,22.01052467054805,1.0354708478109096,21.5,214055.8627650801,209138.71165003724,218818.27968820024,9.679568038163008,43.01077753682162,2.744756293289478,11.0,8.0
Bristol Palin,17.735849056603772,False,17.73041839942514,0.27068325785439873,17.242204756747345,18.249668251414555,1.0074634946672099,17.8,178741.44686455445,174156.04541945225,183615.84292692778,9.459797507475537,35.466267456028916,2.697720975552642,11.0,8.0
Jennifer Grey,21.50943396226415,False,21.512287250505775,0.2760318007860008,20.966385724247246,22.049246530155,1.0828608059077531,21.6,214157.9966753024,209057.25096552234,219178.27757565782,10.121026610135479,43.021721212769926,2.659349549452331,11.0,8.0
Kurt Warner,18.11320754716981,False,18.13041091791972,0.2685483361089311,17.61449896573625,18.702725678030692,1.0882267122944427,18.0,182498.5116350469,177657.1110065365,187862.45462173934,10.205343615202844,36.243618465089526,2.7133482966110365,11.0,8.0
Kyle Massey,21.13207547169812,False,21.125539857591896,0.2720858137711422,20.612758224100904,21.64883177732535,1.036073553224444,21.0,210546.18206001614,205751.72056814266,215440.07984880998,9.688359280667326,42.25761532929002,2.6875520726384563,11.0,8.0
Brandy,25.0,False,24.9972646537303,0.2559528393656334,24.48892029605928,25.509390224214382,1.0204699281551015,25.1,249981.0511964327,245193.9618573177,254806.00827160137,9.612046414283657,49.9972646537303,2.8093609304596776,11.0,9.0
Bristol Palin,23.24561403508772,False,23.25246577541955,0.2591729903264919,22.760139980894436,23.784928075749775,1.0247880948553387,23.2,233525.9649860427,228880.22514984664,238550.02341374024,9.669798263893608,46.49807981050727,2.784173718327177,11.0,9.0
Jennifer Grey,26.31578947368421,False,26.322126732783996,0.2634534099826228,25.82023642264341,26.824539713704677,1.004303291061266,26.3,262453.5483408893,257728.3880674862,267183.2186495846,9.454830582098424,52.637916206468205,2.751384283470642,11.0,9.0
Kyle Massey,25.438596491228072,False,25.428142838066154,0.2522665368995111,24.917873372339216,25.908756044386966,0.9908826720477499,25.4,254039.4354766353,249231.30793377056,258570.4172637075,9.339109329936939,50.86673932929423,2.8387595620110337,11.0,9.0
Bristol Palin,30.92368897274451,False,30.931057533239517,0.23776707313891765,30.48045701671732,31.363471503439367,0.8830144867220469,30.9,310514.24165693566,306228.66962540423,314623.6119223382,8.394942296933964,61.854746505984025,2.960620141883154,11.0,10.0
Jennifer Grey,36.14466540883232,False,36.1500695948842,0.24431606401151668,35.69322464986149,36.63093332556573,0.9377086757042363,36.0,360073.37991779373,355738.6093243658,364634.64439847047,8.896035074104672,72.29473500371651,2.9043082926463515,11.0,10.0
Kyle Massey,32.931645618423175,False,32.918872871876275,0.24120392881746708,32.45424276569743,33.37247759775619,0.9182348320587579,33.0,329412.37842527055,324999.1004334667,333721.28487265477,8.722184439188045,65.85051849029945,2.9307986091067764,11.0,10.0
Brooke Burke,9.722222222222223,False,9.711704559080152,0.284096918825421,9.160840028260022,10.267955037539608,1.1071150092795854,9.8,95135.2365786936,90194.06979711817,100112.52766897372,9.918457871855557,19.433926781302375,2.6035095596653774,7.0,1.0
Cloris Leachman,6.349206349206349,False,6.3534740072971125,0.30312318776129676,5.761677995497784,6.928658137119396,1.166980141621612,6.3,64791.07435891584,59357.158678974,70058.96761955404,10.701808940580035,12.70268035650346,2.4806313066568992,7.0,1.0
Cody Linley,8.134920634920634,False,8.131463878160952,0.2874408076830965,7.5717331794159515,8.70072416442924,1.1289909850132878,8.2,80945.77691166058,75878.69506411868,86074.60109860367,10.195906034484986,16.266384513081587,2.5810394263320355,7.0,1.0
Jeffrey Ross,4.761904761904762,False,4.764600234987921,0.2889937206856711,4.192760561273445,5.340579410418538,1.147818849145093,4.7,50108.29893453485,44764.447046882,55464.031232109075,10.699584185227074,9.526504996892683,2.570735584721833,7.0,1.0
Kim Kardashian,7.341269841269842,False,7.364430095196893,0.29087481620573563,6.790806797223641,7.9034188339766285,1.1126120367529877,7.4,74005.34580683665,68779.02881387858,78896.3194723338,10.117290658455211,14.705699936466734,2.558363850879698,7.0,1.0
Lance Bass,8.531746031746032,False,8.53368913279317,0.29587844096238014,7.952109286257815,9.09650238209344,1.1443930958356257,8.6,84570.22845766123,79320.5980327342,89650.90790942917,10.33030987669497,17.065435164539203,2.5260279331428124,7.0,1.0
Maurice Greene,7.738095238095238,False,7.7367572397947955,0.2803117851576722,7.213341036927089,8.291660886859322,1.0783198499322335,7.7,77379.40301852867,72621.88982831665,82388.77232085064,9.766882492533988,15.474852477890034,2.6294215405010744,7.0,1.0
Misty May-Treanor,8.333333333333332,False,8.319361634282238,0.28875289804981574,7.76139874513987,8.881292730137197,1.1198939849973275,8.3,82640.14955856181,77602.680691658,87685.80557773846,10.083124886080462,16.65269496761557,2.572328090713957,7.0,1.0
Rocco DiSpirito,6.944444444444445,False,6.936083730686631,0.2868349805721613,6.371207652572714,7.500155480082594,1.1289478275098794,6.9,70111.53747068542,64956.301971517656,75245.31887497558,10.289016903457924,13.880528175131076,2.585081624523502,7.0,1.0
Susan Lucci,7.341269841269842,False,7.356089913421973,0.2926567479302159,6.791946024586232,7.9272027847240105,1.1352567601377785,7.3,73929.62511875297,68806.55761169535,79115.52450068305,10.308966888987706,14.697359754691814,2.546753634749002,7.0,1.0
Ted McGinley,7.341269841269842,False,7.325428233690586,0.281748093706075,6.79074911056998,7.888383634552299,1.097634523982319,7.3,73651.58585766774,68784.15920236758,78766.44828410832,9.982289081740745,14.666698074960427,2.6195284704419373,7.0,1.0
Toni Braxton,8.928571428571429,False,8.942342287226928,0.2829317483295335,8.382455596683998,9.488648512009258,1.1061929153252592,9.0,88243.50843287079,83215.09827103623,93145.53160364316,9.930433332606931,17.87091371579836,2.6114314218194465,7.0,1.0
Warren Sapp,8.531746031746032,False,8.524575053380644,0.29437049945266,7.944963546869021,9.093560147381346,1.1485966005123256,8.5,84488.2294946298,79256.6469167354,89605.0525764997,10.348405659764307,17.056321085126676,2.5356866230812973,7.0,1.0
Brooke Burke,10.85972850678733,False,10.85376804659798,0.2826280141471618,10.328262951649847,11.410514817046318,1.0822518653964703,10.9,106939.06413134048,102194.98976350871,111966.46329352613,9.771473530017422,21.713496553385312,2.6135044038238973,7.0,2.0
Cloris Leachman,6.787330316742081,False,6.789359521357644,0.2915041021742094,6.1930560818897575,7.327622904454472,1.1345668225647145,6.8,69834.1714493975,64305.726812261906,74800.11735841089,10.494390546148985,13.576689838099725,2.5542516526558012,7.0,2.0
Cody Linley,9.502262443438914,False,9.500248814104376,0.28764806785457286,8.92660159868325,10.059991964035486,1.133390365352236,9.3,94680.87908454704,89468.83767822535,99766.65787807271,10.297820199847367,19.00251125754329,2.5796594460910676,7.0,2.0
Kim Kardashian,7.6923076923076925,False,7.6990875349547165,0.29142776982127017,7.1223831425921915,8.26833854679019,1.1459554041979985,7.7,78225.47282459906,72917.39873438979,83445.58531752118,10.528186583131392,15.391395227262409,2.5547497574242373,7.0,2.0
Lance Bass,9.049773755656108,False,9.039198560809801,0.291119788150014,8.459199363316449,9.578499155227966,1.1192997919115175,9.2,90485.92503799875,85197.66706327641,95391.12864358201,10.193461580305593,18.08897231646591,2.556761458503475,7.0,2.0
Maurice Greene,8.597285067873303,False,8.59272674874905,0.2806762710510596,8.06071164006932,9.125351538364049,1.064639898294729,8.6,86413.17981328747,81555.06968051294,91269.2155854724,9.714145904959455,17.190011816622352,2.6269039497496585,7.0,2.0
Misty May-Treanor,9.502262443438914,False,9.497709727601729,0.2805019729245033,8.939239384258876,10.025765134107623,1.0865257498487466,9.6,94657.90194008495,89574.58126099591,99449.71357103535,9.875132310039437,18.999972171040643,2.6281072666038803,7.0,2.0
