celebrity_name,season,week,weekly_avg_score,weekly_total_score,num_judges,was_eliminated,weekly_rank_by_avg,weekly_rank_by_total,weekly_score_percentage,results,placement,has_tie
Ariana Madix,32,1.0,7.0,21.0,3,False,2.0,2.0,9.090909090909092,3rd Place,3,True
Barry Williams,32,1.0,5.333333333333333,16.0,3,False,8.0,8.0,6.926406926406926,Eliminated Week 8,7,True
Charity Lawson,32,1.0,7.333333333333333,22.0,3,False,1.0,1.0,9.523809523809524,4th Place,4,True
Harry Jowsey,32,1.0,4.0,12.0,3,False,12.0,12.0,5.194805194805195,Eliminated Week 9,6,True
Jamie Lynn Spears,32,1.0,5.0,15.0,3,False,9.0,9.0,6.493506493506493,Eliminated Week 2,13,True
Jason Mraz,32,1.0,7.0,21.0,3,False,2.0,2.0,9.090909090909092,2nd Place,2,True
Lele Pons,32,1.0,6.333333333333333,19.0,3,False,4.0,4.0,8.225108225108226,Eliminated Week 7,8,True
Matt Walsh,32,1.0,4.0,12.0,3,False,12.0,12.0,5.194805194805195,Eliminated Week 1,14,True
Mauricio Umansky,32,1.0,5.0,15.0,3,False,9.0,9.0,6.493506493506493,Eliminated Week 6,9,True
Mira Sorvino,32,1.0,5.666666666666667,17.0,3,False,7.0,7.0,7.35930735930736,Eliminated Week 5,10,True
Tyson Beckford,32,1.0,4.0,12.0,3,False,12.0,12.0,5.194805194805195,Eliminated Week 3,12,True
Xochitl Gomez,32,1.0,6.0,18.0,3,False,5.0,5.0,7.792207792207792,1st Place,1,True
Adrian Peterson,32,2.0,5.0,15.0,3,False,10.0,10.0,6.302521008403361,Eliminated Week 4,11,True
Alyson Hannigan,32,2.0,6.333333333333333,19.0,3,False,6.0,6.0,7.9831932773109235,5th Place,5,True
Ariana Madix,32,2.0,6.666666666666667,20.0,3,False,5.0,5.0,8.403361344537815,3rd Place,3,True
Barry Williams,32,2.0,5.0,15.0,3,False,10.0,10.0,6.302521008403361,Eliminated Week 8,7,True
Charity Lawson,32,2.0,7.0,21.0,3,False,3.0,3.0,8.823529411764707,4th Place,4,True
Harry Jowsey,32,2.0,5.0,15.0,3,False,10.0,10.0,6.302521008403361,Eliminated Week 9,6,True
Jamie Lynn Spears,32,2.0,5.333333333333333,16.0,3,False,9.0,9.0,6.722689075630252,Eliminated Week 2,13,True
Jason Mraz,32,2.0,8.0,24.0,3,False,1.0,1.0,10.084033613445378,2nd Place,2,True
Lele Pons,32,2.0,7.0,21.0,3,False,3.0,3.0,8.823529411764707,Eliminated Week 7,8,True
Mauricio Umansky,32,2.0,4.0,12.0,3,False,13.0,13.0,5.042016806722689,Eliminated Week 6,9,True
Mira Sorvino,32,2.0,6.0,18.0,3,False,7.0,7.0,7.563025210084033,Eliminated Week 5,10,True
Tyson Beckford,32,2.0,6.0,18.0,3,False,7.0,7.0,7.563025210084033,Eliminated Week 3,12,True
Xochitl Gomez,32,2.0,8.0,24.0,3,False,1.0,1.0,10.084033613445378,1st Place,1,True
Adrian Peterson,32,3.0,5.5,22.0,4,False,11.0,11.0,6.811145510835913,Eliminated Week 4,11,True
Alyson Hannigan,32,3.0,6.0,24.0,4,False,8.0,8.0,7.430340557275541,5th Place,5,True
Ariana Madix,32,3.0,8.5,34.0,4,False,1.0,1.0,10.526315789473683,3rd Place,3,True
Barry Williams,32,3.0,6.25,25.0,4,False,7.0,7.0,7.739938080495357,Eliminated Week 8,7,True
Charity Lawson,32,3.0,8.0,32.0,4,False,3.0,3.0,9.907120743034056,4th Place,4,True
Harry Jowsey,32,3.0,6.0,24.0,4,False,8.0,8.0,7.430340557275541,Eliminated Week 9,6,True
Jason Mraz,32,3.0,8.5,34.0,4,False,1.0,1.0,10.526315789473683,2nd Place,2,True
Lele Pons,32,3.0,6.75,27.0,4,False,5.0,5.0,8.359133126934983,Eliminated Week 7,8,True
Mauricio Umansky,32,3.0,5.75,23.0,4,False,10.0,10.0,7.120743034055728,Eliminated Week 6,9,True
Mira Sorvino,32,3.0,6.5,26.0,4,False,6.0,6.0,8.04953560371517,Eliminated Week 5,10,True
Tyson Beckford,32,3.0,5.0,20.0,4,False,12.0,12.0,6.191950464396285,Eliminated Week 3,12,True
Xochitl Gomez,32,3.0,8.0,32.0,4,False,3.0,3.0,9.907120743034056,1st Place,1,True
Adrian Peterson,32,4.0,7.0,21.0,3,False,6.0,6.0,8.75,Eliminated Week 4,11,True
Alyson Hannigan,32,4.0,6.0,18.0,3,False,10.0,10.0,7.5,5th Place,5,True
Ariana Madix,32,4.0,8.333333333333334,25.0,3,False,2.0,2.0,10.416666666666668,3rd Place,3,True
Barry Williams,32,4.0,6.0,18.0,3,False,10.0,10.0,7.5,Eliminated Week 8,7,True
Charity Lawson,32,4.0,8.0,24.0,3,False,3.0,3.0,10.0,4th Place,4,True
Harry Jowsey,32,4.0,7.0,21.0,3,False,6.0,6.0,8.75,Eliminated Week 9,6,True
Jason Mraz,32,4.0,8.0,24.0,3,False,3.0,3.0,10.0,2nd Place,2,True
Lele Pons,32,4.0,7.333333333333333,22.0,3,False,5.0,5.0,9.166666666666666,Eliminated Week 7,8,True
Mauricio Umansky,32,4.0,6.333333333333333,19.0,3,False,9.0,9.0,7.916666666666666,Eliminated Week 6,9,True
Mira Sorvino,32,4.0,7.0,21.0,3,False,6.0,6.0,8.75,Eliminated Week 5,10,True
Xochitl Gomez,32,4.0,9.0,27.0,3,False,1.0,1.0,11.25,1st Place,1,True
Alyson Hannigan,32,5.0,7.0,21.0,3,False,9.0,9.0,8.75,5th Place,5,True
Ariana Madix,32,5.0,8.0,24.0,3,False,4.0,4.0,10.0,3rd Place,3,True
Barry Williams,32,5.0,8.0,24.0,3,False,4.0,4.0,10.0,Eliminated Week 8,7,True
Charity Lawson,32,5.0,9.333333333333334,28.0,3,False,1.0,1.0,11.666666666666666,4th Place,4,True
Harry Jowsey,32,5.0,6.0,18.0,3,False,10.0,10.0,7.5,Eliminated Week 9,6,True
Jason Mraz,32,5.0,9.0,27.0,3,False,3.0,3.0,11.25,2nd Place,2,True
Lele Pons,32,5.0,8.0,24.0,3,False,4.0,4.0,10.0,Eliminated Week 7,8,True
Mauricio Umansky,32,5.0,8.0,24.0,3,False,4.0,4.0,10.0,Eliminated Week 6,9,True
Mira Sorvino,32,5.0,7.333333333333333,22.0,3,False,8.0,8.0,9.166666666666666,Eliminated Week 5,10,True
Xochitl Gomez,32,5.0,9.333333333333334,28.0,3,False,1.0,1.0,11.666666666666666,1st Place,1,True
Alyson Hannigan,32,6.0,7.75,31.0,4,False,8.0,8.0,9.627329192546584,5th Place,5,False
Ariana Madix,32,6.0,10.25,41.0,4,False,2.0,2.0,12.732919254658384,3rd Place,3,False
Barry Williams,32,6.0,8.0,32.0,4,False,7.0,7.0,9.937888198757763,Eliminated Week 8,7,False
Charity Lawson,32,6.0,9.5,38.0,4,False,4.0,4.0,11.801242236024844,4th Place,4,False
Harry Jowsey,32,6.0,7.25,29.0,4,False,9.0,9.0,9.006211180124224,Eliminated Week 9,6,False
Jason Mraz,32,6.0,9.75,39.0,4,False,3.0,3.0,12.111801242236025,2nd Place,2,False
Lele Pons,32,6.0,9.25,37.0,4,False,5.0,5.0,11.490683229813664,Eliminated Week 7,8,False
Mauricio Umansky,32,6.0,8.25,33.0,4,False,6.0,6.0,10.248447204968944,Eliminated Week 6,9,False
Xochitl Gomez,32,6.0,10.5,42.0,4,False,1.0,1.0,13.043478260869565,1st Place,1,False
Alyson Hannigan,32,7.0,8.75,35.0,4,False,6.0,6.0,12.411347517730496,5th Place,5,True
Ariana Madix,32,7.0,9.25,37.0,4,False,1.0,1.0,13.120567375886525,3rd Place,3,True
Barry Williams,32,7.0,8.125,32.5,4,False,7.0,7.0,11.52482269503546,Eliminated Week 8,7,True
Charity Lawson,32,7.0,9.0,36.0,4,False,4.0,4.0,12.76595744680851,4th Place,4,True
Harry Jowsey,32,7.0,8.0,32.0,4,False,8.0,8.0,11.347517730496454,Eliminated Week 9,6,True
Jason Mraz,32,7.0,9.0,36.0,4,False,4.0,4.0,12.76595744680851,2nd Place,2,True
Lele Pons,32,7.0,9.125,36.5,4,False,3.0,3.0,12.943262411347517,Eliminated Week 7,8,True
Xochitl Gomez,32,7.0,9.25,37.0,4,False,1.0,1.0,13.120567375886525,1st Place,1,True
Alyson Hannigan,32,8.0,9.0,36.0,4,False,4.0,4.0,14.229249011857709,5th Place,5,False
Ariana Madix,32,8.0,10.5,42.0,4,False,1.0,1.0,16.600790513833992,3rd Place,3,False
Barry Williams,32,8.0,8.75,35.0,4,False,5.0,5.0,13.83399209486166,Eliminated Week 8,7,False
Charity Lawson,32,8.0,9.75,39.0,4,False,3.0,3.0,15.41501976284585,4th Place,4,False
Harry Jowsey,32,8.0,7.0,28.0,4,False,7.0,7.0,11.067193675889328,Eliminated Week 9,6,False
Jason Mraz,32,8.0,8.25,33.0,4,False,6.0,6.0,13.043478260869565,2nd Place,2,False
Xochitl Gomez,32,8.0,10.0,40.0,4,False,2.0,2.0,15.810276679841898,1st Place,1,False
Alyson Hannigan,32,9.0,8.0,32.0,4,False,5.0,5.0,14.479638009049776,5th Place,5,False
Ariana Madix,32,9.0,9.25,37.0,4,False,4.0,4.0,16.7420814479638,3rd Place,3,False
Charity Lawson,32,9.0,9.5,38.0,4,False,3.0,3.0,17.194570135746606,4th Place,4,False
Harry Jowsey,32,9.0,7.5,30.0,4,False,6.0,6.0,13.574660633484164,Eliminated Week 9,6,False
Jason Mraz,32,9.0,10.75,43.0,4,False,1.0,1.0,19.457013574660635,2nd Place,2,False
Xochitl Gomez,32,9.0,10.25,41.0,4,False,2.0,2.0,18.552036199095024,1st Place,1,False
Alyson Hannigan,32,10.0,8.5,25.5,3,False,5.0,5.0,17.894736842105264,5th Place,5,False
Ariana Madix,32,10.0,9.666666666666666,29.0,3,False,3.0,3.0,20.350877192982452,3rd Place,3,False
Charity Lawson,32,10.0,9.833333333333334,29.5,3,False,2.0,2.0,20.701754385964914,4th Place,4,False
Jason Mraz,32,10.0,9.5,28.5,3,False,4.0,4.0,20.0,2nd Place,2,False
Xochitl Gomez,32,10.0,10.0,30.0,3,False,1.0,1.0,21.052631578947366,1st Place,1,False
Alyson Hannigan,32,11.0,8.833333333333334,26.5,3,False,5.0,5.0,18.213058419243985,5th Place,5,True
Ariana Madix,32,11.0,9.833333333333334,29.5,3,False,3.0,3.0,20.27491408934708,3rd Place,3,True
Charity Lawson,32,11.0,9.833333333333334,29.5,3,False,3.0,3.0,20.27491408934708,4th Place,4,True
Jason Mraz,32,11.0,10.0,30.0,3,False,1.0,1.0,20.61855670103093,2nd Place,2,True
Xochitl Gomez,32,11.0,10.0,30.0,3,False,1.0,1.0,20.61855670103093,1st Place,1,True
Anna Delvey,33,1.0,6.0,18.0,3,False,8.0,8.0,7.28744939271255,Eliminated Week 2,12,True
Brooks Nader,33,1.0,6.0,18.0,3,False,8.0,8.0,7.28744939271255,Eliminated Week 4,9,True
Chandler Kinney,33,1.0,7.666666666666667,23.0,3,False,1.0,1.0,9.31174089068826,3rd Place,3,True
Danny Amendola,33,1.0,6.666666666666667,20.0,3,False,5.0,5.0,8.097165991902834,5th Place,5,True
Dwight Howard ,33,1.0,7.333333333333333,22.0,3,False,2.0,2.0,8.906882591093117,Eliminated Week 7,6,True
Eric Roberts,33,1.0,5.0,15.0,3,False,13.0,13.0,6.0728744939271255,Eliminated Week 3,10,True
Ilona Maher,33,1.0,6.0,18.0,3,False,8.0,8.0,7.28744939271255,2nd Place,2,True
Jenn Tran,33,1.0,6.333333333333333,19.0,3,False,6.0,6.0,7.6923076923076925,Eliminated Week 6,7,True
Joey Graziadei,33,1.0,7.0,21.0,3,False,3.0,3.0,8.502024291497975,1st Place,1,True
Phaedra Parks,33,1.0,6.333333333333333,19.0,3,False,6.0,6.0,7.6923076923076925,Eliminated Week 5,8,True
Reginald VelJohnson,33,1.0,5.333333333333333,16.0,3,False,12.0,12.0,6.477732793522267,Eliminated Week 3,10,True
Stephen Nedoroscik,33,1.0,7.0,21.0,3,False,3.0,3.0,8.502024291497975,4th Place,4,True
Tori Spelling,33,1.0,5.666666666666667,17.0,3,False,11.0,11.0,6.882591093117409,Eliminated Week 2,12,True
Anna Delvey,33,2.0,5.666666666666667,17.0,3,False,11.0,11.0,6.5891472868217065,Eliminated Week 2,12,True
Brooks Nader,33,2.0,6.666666666666667,20.0,3,False,8.0,8.0,7.751937984496124,Eliminated Week 4,9,True
Chandler Kinney,33,2.0,8.0,24.0,3,False,1.0,1.0,9.30232558139535,3rd Place,3,True
Danny Amendola,33,2.0,7.0,21.0,3,False,5.0,5.0,8.13953488372093,5th Place,5,True
Dwight Howard ,33,2.0,7.333333333333333,22.0,3,False,2.0,2.0,8.527131782945736,Eliminated Week 7,6,True
Eric Roberts,33,2.0,5.0,15.0,3,False,12.0,12.0,5.813953488372093,Eliminated Week 3,10,True
Ilona Maher,33,2.0,7.0,21.0,3,False,5.0,5.0,8.13953488372093,2nd Place,2,True
Jenn Tran,33,2.0,6.333333333333333,19.0,3,False,9.0,9.0,7.3643410852713185,Eliminated Week 6,7,True
Joey Graziadei,33,2.0,7.333333333333333,22.0,3,False,2.0,2.0,8.527131782945736,1st Place,1,True
Phaedra Parks,33,2.0,7.0,21.0,3,False,5.0,5.0,8.13953488372093,Eliminated Week 5,8,True
Reginald VelJohnson,33,2.0,5.0,15.0,3,False,12.0,12.0,5.813953488372093,Eliminated Week 3,10,True
Stephen Nedoroscik,33,2.0,7.333333333333333,22.0,3,False,2.0,2.0,8.527131782945736,4th Place,4,True
Tori Spelling,33,2.0,6.333333333333333,19.0,3,False,9.0,9.0,7.3643410852713185,Eliminated Week 2,12,True
Brooks Nader,33,3.0,7.625,30.5,4,False,5.0,5.0,9.59119496855346,Eliminated Week 4,9,True
Chandler Kinney,33,3.0,8.625,34.5,4,False,2.0,2.0,10.849056603773583,3rd Place,3,True
Danny Amendola,33,3.0,7.5,30.0,4,False,6.0,6.0,9.433962264150944,5th Place,5,True
Dwight Howard ,33,3.0,6.5,26.0,4,False,9.0,9.0,8.176100628930817,Eliminated Week 7,6,True
Eric Roberts,33,3.0,5.75,23.0,4,False,10.0,10.0,7.232704402515723,Eliminated Week 3,10,True
Ilona Maher,33,3.0,7.0,28.0,4,False,7.0,7.0,8.80503144654088,2nd Place,2,True
Jenn Tran,33,3.0,7.75,31.0,4,False,3.0,3.0,9.748427672955977,Eliminated Week 6,7,True
Joey Graziadei,33,3.0,8.75,35.0,4,False,1.0,1.0,11.0062893081761,1st Place,1,True
Phaedra Parks,33,3.0,7.0,28.0,4,False,7.0,7.0,8.80503144654088,Eliminated Week 5,8,True
Reginald VelJohnson,33,3.0,5.25,21.0,4,False,11.0,11.0,6.60377358490566,Eliminated Week 3,10,True
Stephen Nedoroscik,33,3.0,7.75,31.0,4,False,3.0,3.0,9.748427672955977,4th Place,4,True
Brooks Nader,33,4.0,8.0,32.0,4,False,4.0,4.0,10.884353741496598,Eliminated Week 4,9,True
Chandler Kinney,33,4.0,8.0,32.0,4,False,4.0,4.0,10.884353741496598,3rd Place,3,True
Danny Amendola,33,4.0,9.0,36.0,4,False,1.0,1.0,12.244897959183673,5th Place,5,True
Dwight Howard ,33,4.0,7.25,29.0,4,False,9.0,9.0,9.863945578231291,Eliminated Week 7,6,True
Ilona Maher,33,4.0,8.0,32.0,4,False,4.0,4.0,10.884353741496598,2nd Place,2,True
Jenn Tran,33,4.0,8.0,32.0,4,False,4.0,4.0,10.884353741496598,Eliminated Week 6,7,True
Joey Graziadei,33,4.0,9.0,36.0,4,False,1.0,1.0,12.244897959183673,1st Place,1,True
Phaedra Parks,33,4.0,8.0,32.0,4,False,4.0,4.0,10.884353741496598,Eliminated Week 5,8,True
Stephen Nedoroscik,33,4.0,8.25,33.0,4,False,3.0,3.0,11.224489795918368,4th Place,4,True
Chandler Kinney,33,5.0,9.0,27.0,3,False,1.0,1.0,13.366336633663368,3rd Place,3,True
Danny Amendola,33,5.0,8.5,25.5,3,False,4.0,4.0,12.623762376237623,5th Place,5,True
Dwight Howard ,33,5.0,8.0,24.0,3,False,6.0,6.0,11.88118811881188,Eliminated Week 7,6,True
Ilona Maher,33,5.0,8.666666666666666,26.0,3,False,2.0,2.0,12.871287128712872,2nd Place,2,True
Jenn Tran,33,5.0,8.5,25.5,3,False,4.0,4.0,12.623762376237623,Eliminated Week 6,7,True
Joey Graziadei,33,5.0,8.666666666666666,26.0,3,False,2.0,2.0,12.871287128712872,1st Place,1,True
Phaedra Parks,33,5.0,8.0,24.0,3,False,6.0,6.0,11.88118811881188,Eliminated Week 5,8,True
Stephen Nedoroscik,33,5.0,8.0,24.0,3,False,6.0,6.0,11.88118811881188,4th Place,4,True
Chandler Kinney,33,6.0,10.666666666666666,32.0,3,False,1.0,1.0,15.53398058252427,3rd Place,3,True
Danny Amendola,33,6.0,9.333333333333334,28.0,3,False,5.0,5.0,13.592233009708735,5th Place,5,True
Dwight Howard ,33,6.0,10.333333333333334,31.0,3,False,3.0,3.0,15.048543689320388,Eliminated Week 7,6,True
Ilona Maher,33,6.0,8.0,24.0,3,False,7.0,7.0,11.650485436893204,2nd Place,2,True
Jenn Tran,33,6.0,10.333333333333334,31.0,3,False,3.0,3.0,15.048543689320388,Eliminated Week 6,7,True
Joey Graziadei,33,6.0,10.666666666666666,32.0,3,False,1.0,1.0,15.53398058252427,1st Place,1,True
Stephen Nedoroscik,33,6.0,9.333333333333334,28.0,3,False,5.0,5.0,13.592233009708735,4th Place,4,True
Chandler Kinney,33,7.0,10.0,30.0,3,False,1.0,1.0,18.75,3rd Place,3,False
Danny Amendola,33,7.0,8.5,25.5,3,False,5.0,5.0,15.937499999999998,5th Place,5,False
Dwight Howard ,33,7.0,8.0,24.0,3,False,6.0,6.0,15.0,Eliminated Week 7,6,False
Ilona Maher,33,7.0,8.666666666666666,26.0,3,False,4.0,4.0,16.25,2nd Place,2,False
Joey Graziadei,33,7.0,9.166666666666666,27.5,3,False,2.0,2.0,17.1875,1st Place,1,False
Stephen Nedoroscik,33,7.0,9.0,27.0,3,False,3.0,3.0,16.875,4th Place,4,False
Chandler Kinney,33,8.0,9.666666666666666,29.0,3,False,1.0,1.0,20.714285714285715,3rd Place,3,True
Danny Amendola,33,8.0,9.0,27.0,3,False,4.0,4.0,19.28571428571429,5th Place,5,True
Ilona Maher,33,8.0,9.5,28.5,3,False,3.0,3.0,20.357142857142858,2nd Place,2,True
Joey Graziadei,33,8.0,9.666666666666666,29.0,3,False,1.0,1.0,20.714285714285715,1st Place,1,True
Stephen Nedoroscik,33,8.0,8.833333333333334,26.5,3,False,5.0,5.0,18.928571428571427,4th Place,4,True
Chandler Kinney,33,9.0,10.0,30.0,3,False,1.0,1.0,20.61855670103093,3rd Place,3,True
Danny Amendola,33,9.0,9.333333333333334,28.0,3,False,5.0,5.0,19.243986254295532,5th Place,5,True
Ilona Maher,33,9.0,9.5,28.5,3,False,4.0,4.0,19.587628865979383,2nd Place,2,True
Joey Graziadei,33,9.0,9.833333333333334,29.5,3,False,2.0,2.0,20.27491408934708,1st Place,1,True
Stephen Nedoroscik,33,9.0,9.833333333333334,29.5,3,False,2.0,2.0,20.27491408934708,4th Place,4,True
Alix Earle,34,1.0,6.5,13.0,2,False,4.0,4.0,7.926829268292683,2nd Place,2,True
Andy Richter,34,1.0,4.5,9.0,2,False,13.0,13.0,5.487804878048781,Eliminated Week 9,7,True
Baron Davis,34,1.0,5.0,10.0,2,False,9.0,9.0,6.097560975609756,Eliminated Week 2,13,True
Corey Feldman,34,1.0,4.5,9.0,2,False,13.0,13.0,5.487804878048781,Eliminated Week 2,13,True
Danielle Fishel,34,1.0,6.0,12.0,2,False,6.0,6.0,7.317073170731707,Eliminated Week 8,8,True
Dylan Efron,34,1.0,5.0,10.0,2,False,9.0,9.0,6.097560975609756,4th Place,4,True
Elaine Hendrix,34,1.0,6.0,12.0,2,False,6.0,6.0,7.317073170731707,5th Place,5,True
Hilaria Baldwin,34,1.0,7.0,14.0,2,False,3.0,3.0,8.536585365853659,Eliminated Week 4,11,True
Jen Affleck,34,1.0,6.0,12.0,2,False,6.0,6.0,7.317073170731707,Eliminated Week 7,9,True
Jordan Chiles,34,1.0,5.0,10.0,2,False,9.0,9.0,6.097560975609756,3rd Place,3,True
Lauren Jauregui,34,1.0,6.5,13.0,2,False,4.0,4.0,7.926829268292683,Eliminated Week 3,12,True
Robert Irwin,34,1.0,7.5,15.0,2,False,1.0,1.0,9.146341463414634,1st Place,1,True
Scott Hoying,34,1.0,5.0,10.0,2,False,9.0,9.0,6.097560975609756,Eliminated Week 6,10,True
Whitney Leavitt,34,1.0,7.5,15.0,2,False,1.0,1.0,9.146341463414634,Eliminated Week 10,6,True
Alix Earle,34,2.0,7.0,21.0,3,False,5.0,5.0,7.553956834532374,2nd Place,2,True
Andy Richter,34,2.0,5.333333333333333,16.0,3,False,13.0,13.0,5.755395683453238,Eliminated Week 9,7,True
Baron Davis,34,2.0,6.0,18.0,3,False,11.0,11.0,6.474820143884892,Eliminated Week 2,13,True
Corey Feldman,34,2.0,5.0,15.0,3,False,14.0,14.0,5.39568345323741,Eliminated Week 2,13,True
Danielle Fishel,34,2.0,6.333333333333333,19.0,3,False,10.0,10.0,6.83453237410072,Eliminated Week 8,8,True
Dylan Efron,34,2.0,6.666666666666667,20.0,3,False,9.0,9.0,7.194244604316546,4th Place,4,True
Elaine Hendrix,34,2.0,7.0,21.0,3,False,5.0,5.0,7.553956834532374,5th Place,5,True
Hilaria Baldwin,34,2.0,7.0,21.0,3,False,5.0,5.0,7.553956834532374,Eliminated Week 4,11,True
Jen Affleck,34,2.0,7.333333333333333,22.0,3,False,1.0,1.0,7.913669064748201,Eliminated Week 7,9,True
Jordan Chiles,34,2.0,7.333333333333333,22.0,3,False,1.0,1.0,7.913669064748201,3rd Place,3,True
Lauren Jauregui,34,2.0,7.0,21.0,3,False,5.0,5.0,7.553956834532374,Eliminated Week 3,12,True
Robert Irwin,34,2.0,7.333333333333333,22.0,3,False,1.0,1.0,7.913669064748201,1st Place,1,True
Scott Hoying,34,2.0,6.0,18.0,3,False,11.0,11.0,6.474820143884892,Eliminated Week 6,10,True
Whitney Leavitt,34,2.0,7.333333333333333,22.0,3,False,1.0,1.0,7.913669064748201,Eliminated Week 10,6,True
Alix Earle,34,3.0,7.666666666666667,23.0,3,False,3.0,3.0,8.949416342412452,2nd Place,2,True
Andy Richter,34,3.0,6.0,18.0,3,False,11.0,11.0,7.003891050583658,Eliminated Week 9,7,True
Danielle Fishel,34,3.0,7.0,21.0,3,False,8.0,8.0,8.171206225680933,Eliminated Week 8,8,True
Dylan Efron,34,3.0,7.666666666666667,23.0,3,False,3.0,3.0,8.949416342412452,4th Place,4,True
Elaine Hendrix,34,3.0,7.0,21.0,3,False,8.0,8.0,8.171206225680933,5th Place,5,True
Hilaria Baldwin,34,3.0,7.333333333333333,22.0,3,False,5.0,5.0,8.560311284046692,Eliminated Week 4,11,True
Jen Affleck,34,3.0,6.333333333333333,19.0,3,False,10.0,10.0,7.392996108949417,Eliminated Week 7,9,True
Jordan Chiles,34,3.0,8.0,24.0,3,False,1.0,1.0,9.33852140077821,3rd Place,3,True
Lauren Jauregui,34,3.0,6.0,18.0,3,False,11.0,11.0,7.003891050583658,Eliminated Week 3,12,True
Robert Irwin,34,3.0,7.333333333333333,22.0,3,False,5.0,5.0,8.560311284046692,1st Place,1,True
Scott Hoying,34,3.0,7.333333333333333,22.0,3,False,5.0,5.0,8.560311284046692,Eliminated Week 6,10,True
Whitney Leavitt,34,3.0,8.0,24.0,3,False,1.0,1.0,9.33852140077821,Eliminated Week 10,6,True
Alix Earle,34,4.0,8.0,24.0,3,False,2.0,2.0,9.67741935483871,2nd Place,2,True
Andy Richter,34,4.0,6.0,18.0,3,False,11.0,11.0,7.258064516129033,Eliminated Week 9,7,True
Danielle Fishel,34,4.0,7.0,21.0,3,False,9.0,9.0,8.46774193548387,Eliminated Week 8,8,True
Dylan Efron,34,4.0,7.666666666666667,23.0,3,False,5.0,5.0,9.274193548387096,4th Place,4,True
Elaine Hendrix,34,4.0,8.0,24.0,3,False,2.0,2.0,9.67741935483871,5th Place,5,True
Hilaria Baldwin,34,4.0,7.666666666666667,23.0,3,False,5.0,5.0,9.274193548387096,Eliminated Week 4,11,True
Jen Affleck,34,4.0,7.666666666666667,23.0,3,False,5.0,5.0,9.274193548387096,Eliminated Week 7,9,True
Jordan Chiles,34,4.0,8.0,24.0,3,False,2.0,2.0,9.67741935483871,3rd Place,3,True
Robert Irwin,34,4.0,7.333333333333333,22.0,3,False,8.0,8.0,8.870967741935484,1st Place,1,True
Scott Hoying,34,4.0,7.0,21.0,3,False,9.0,9.0,8.46774193548387,Eliminated Week 6,10,True
Whitney Leavitt,34,4.0,8.333333333333334,25.0,3,False,1.0,1.0,10.080645161290322,Eliminated Week 10,6,True
Alix Earle,34,5.0,8.75,35.0,4,False,2.0,2.0,11.182108626198085,2nd Place,2,True
Andy Richter,34,5.0,6.0,24.0,4,False,10.0,10.0,7.667731629392971,Eliminated Week 9,7,True
Danielle Fishel,34,5.0,7.25,29.0,4,False,8.0,8.0,9.26517571884984,Eliminated Week 8,8,True
Dylan Efron,34,5.0,9.0,36.0,4,False,1.0,1.0,11.501597444089455,4th Place,4,True
Elaine Hendrix,34,5.0,7.5,30.0,4,False,6.0,6.0,9.584664536741212,5th Place,5,True
Jen Affleck,34,5.0,7.25,29.0,4,False,8.0,8.0,9.26517571884984,Eliminated Week 7,9,True
Jordan Chiles,34,5.0,8.0,32.0,4,False,5.0,5.0,10.22364217252396,3rd Place,3,True
Robert Irwin,34,5.0,8.75,35.0,4,False,2.0,2.0,11.182108626198085,1st Place,1,True
Scott Hoying,34,5.0,7.5,30.0,4,False,6.0,6.0,9.584664536741212,Eliminated Week 6,10,True
Whitney Leavitt,34,5.0,8.25,33.0,4,False,4.0,4.0,10.543130990415335,Eliminated Week 10,6,True
Alix Earle,34,6.0,8.75,35.0,4,False,6.0,6.0,10.294117647058822,2nd Place,2,True
Andy Richter,34,6.0,6.75,27.0,4,False,10.0,10.0,7.941176470588235,Eliminated Week 9,7,True
Danielle Fishel,34,6.0,9.0,36.0,4,False,3.0,3.0,10.588235294117649,Eliminated Week 8,8,True
Dylan Efron,34,6.0,8.0,32.0,4,False,7.0,7.0,9.411764705882351,4th Place,4,True
Elaine Hendrix,34,6.0,9.0,36.0,4,False,3.0,3.0,10.588235294117649,5th Place,5,True
Jen Affleck,34,6.0,8.0,32.0,4,False,7.0,7.0,9.411764705882351,Eliminated Week 7,9,True
Jordan Chiles,34,6.0,9.75,39.0,4,False,1.0,1.0,11.470588235294118,3rd Place,3,True
Robert Irwin,34,6.0,9.0,36.0,4,False,3.0,3.0,10.588235294117649,1st Place,1,True
Scott Hoying,34,6.0,7.0,28.0,4,False,9.0,9.0,8.235294117647058,Eliminated Week 6,10,True
Whitney Leavitt,34,6.0,9.75,39.0,4,False,1.0,1.0,11.470588235294118,Eliminated Week 10,6,True
Alix Earle,34,7.0,10.75,43.0,4,False,1.0,1.0,12.951807228915662,2nd Place,2,True
Andy Richter,34,7.0,7.25,29.0,4,False,9.0,9.0,8.734939759036145,Eliminated Week 9,7,True
Danielle Fishel,34,7.0,8.75,35.0,4,False,6.0,6.0,10.542168674698797,Eliminated Week 8,8,True
Dylan Efron,34,7.0,9.5,38.0,4,False,4.0,4.0,11.44578313253012,4th Place,4,True
Elaine Hendrix,34,7.0,8.0,32.0,4,False,8.0,8.0,9.63855421686747,5th Place,5,True
Jen Affleck,34,7.0,8.5,34.0,4,False,7.0,7.0,10.240963855421686,Eliminated Week 7,9,True
